id	sym	ME-1_DMSO_rep1	ME-1_DMSO_rep2	ME-1_DMSO_rep3	ME-1_AI-10-49_rep1	ME-1_AI-10-49_rep2	ME-1_AI-10-49_rep3
ENSG00000038002	AGA	175	185	199	348	336	345
ENSG00000038210	PI4K2B	267	235	203	166	162	186
ENSG00000038219	BOD1L1	1479	1665	1378	1810	1988	1837
ENSG00000038274	MAT2B	2056	1982	2120	2578	2506	2604
ENSG00000038358	EDC4	776	920	766	649	681	649
ENSG00000038382	TRIO	2859	3330	2493	2566	2825	2408
ENSG00000038427	VCAN	0	0	0	0	0	1
ENSG00000038532	CLEC16A	745	753	694	722	817	720
ENSG00000039068	CDH1	0	0	0	1	1	0
ENSG00000039123	SKIV2L2	2531	2451	2562	3492	3534	3647
ENSG00000039319	ZFYVE16	264	243	270	413	378	369
ENSG00000039523	FAM65A	504	571	505	462	527	435
ENSG00000039560	RAI14	0	0	1	2	0	0
ENSG00000039650	PNKP	448	538	475	337	351	300
ENSG00000039987	BEST2	0	0	0	0	1	0
ENSG00000040199	PHLPP2	48	54	38	36	40	21
ENSG00000040275	SPDL1	683	727	703	858	929	959
ENSG00000040341	STAU2	1745	1677	1760	2139	2127	2180
ENSG00000040487	PQLC2	288	339	281	319	330	263
ENSG00000040531	CTNS	166	190	188	195	196	174
ENSG00000040608	RTN4R	888	904	948	146	172	147
ENSG00000040633	PHF23	435	452	527	221	252	234
ENSG00000040933	INPP4A	673	655	580	702	717	690
ENSG00000041353	RAB27B	543	499	504	352	310	345
ENSG00000041357	PSMA4	2576	2542	2730	2304	2387	2319
ENSG00000041515	MYO16	0	1	1	1	0	0
ENSG00000041802	LSG1	1448	1574	1440	1334	1370	1317
ENSG00000041880	PARP3	128	161	125	151	162	172
ENSG00000041982	TNC	2	1	1	3	1	1
ENSG00000041988	THAP3	301	318	329	387	386	358
ENSG00000042062	FAM65C	12	17	14	12	17	13
ENSG00000042088	TDP1	937	1009	956	596	622	614
ENSG00000042286	AIFM2	11	10	9	13	20	13
ENSG00000042317	SPATA7	78	62	73	114	120	117
ENSG00000042429	MED17	1296	1327	1238	1207	1357	1172
ENSG00000042445	RETSAT	595	666	626	772	762	699
ENSG00000042493	CAPG	1062	1136	1129	806	846	821
ENSG00000042753	AP2S1	850	763	884	590	670	564
ENSG00000042781	USH2A	0	1	0	0	1	0
ENSG00000042832	TG	13	16	13	18	13	10
ENSG00000042980	ADAM28	26	28	25	16	18	17
ENSG00000043039	BARX2	0	1	0	0	0	0
ENSG00000043093	DCUN1D1	920	880	894	1104	1026	1078
ENSG00000043143	JADE2	2292	2321	2181	1186	1345	1204
ENSG00000043355	ZIC2	1	0	1	1	1	1
ENSG00000043462	LCP2	1204	1174	1186	1016	1070	966
ENSG00000043514	TRIT1	485	489	474	540	548	520
ENSG00000043591	ADRB1	20	17	10	31	36	28
ENSG00000044090	CUL7	616	704	641	546	607	519
ENSG00000044115	CTNNA1	2534	2515	2385	2819	3032	2685
ENSG00000044446	PHKA2	1028	1225	969	848	951	838
ENSG00000044574	HSPA5	4749	5096	5125	3234	3470	3351
ENSG00000046604	DSG2	0	0	0	1	0	0
ENSG00000046647	GEMIN8	237	230	209	229	247	186
ENSG00000046651	OFD1	549	597	567	750	748	663
ENSG00000046653	GPM6B	12	25	14	10	10	6
ENSG00000046889	PREX2	7	8	3	4	6	4
ENSG00000047056	WDR37	728	763	660	724	807	678
ENSG00000047188	YTHDC2	786	807	744	1390	1520	1457
ENSG00000047230	CTPS2	265	253	269	363	342	343
ENSG00000047249	ATP6V1H	799	795	903	1351	1372	1281
ENSG00000047315	POLR2B	3660	3652	3842	2995	3115	2977
ENSG00000047346	FAM214A	405	412	378	975	946	922
ENSG00000047365	ARAP2	244	233	249	342	349	330
ENSG00000047410	TPR	5026	5117	4369	5125	5308	4841
ENSG00000047457	CP	2	4	3	0	0	1
ENSG00000047578	KIAA0556	373	436	339	508	510	449
ENSG00000047579	DTNBP1	282	330	328	386	370	358
ENSG00000047617	ANO2	2	4	1	1	2	2
ENSG00000047621	C12orf4	408	373	409	674	643	598
ENSG00000047644	WWC3	774	832	718	954	1041	944
ENSG00000047662	FAM184B	6	5	4	7	1	4
ENSG00000047849	MAP4	2328	2642	2243	1716	1927	1777
ENSG00000047932	GOPC	1187	1164	1071	1066	1128	1122
ENSG00000047936	ROS1	0	1	0	0	0	0
ENSG00000048028	USP28	1076	1052	1052	929	965	946
ENSG00000048052	HDAC9	10	12	14	4	3	11
ENSG00000048140	TSPAN17	138	175	124	102	113	103
ENSG00000048162	NOP16	625	685	721	158	173	162
ENSG00000048342	CC2D2A	14	24	13	11	13	11
ENSG00000048392	RRM2B	943	910	897	2357	2239	2283
ENSG00000048405	ZNF800	765	766	723	822	836	846
ENSG00000048462	TNFRSF17	0	0	0	2	0	1
ENSG00000048471	SNX29	421	459	381	410	452	386
ENSG00000048540	LMO3	0	0	0	0	1	1
ENSG00000048544	MRPS10	828	874	829	1186	1285	1245
ENSG00000048649	RSF1	2628	2596	2425	3526	3734	3538
ENSG00000048707	VPS13D	1244	1451	1098	1005	1131	936
ENSG00000048740	CELF2	7889	8348	7158	10008	10597	9578
ENSG00000048828	FAM120A	1563	1625	1498	1308	1251	1144
ENSG00000048991	R3HDM1	1369	1379	1242	1774	1886	1601
ENSG00000049089	COL9A2	476	608	512	438	434	392
ENSG00000049130	KITLG	5	7	3	11	9	12
ENSG00000049167	ERCC8	204	176	203	268	303	264
ENSG00000049192	ADAMTS6	1	1	0	1	1	2
ENSG00000049239	H6PD	922	937	831	885	965	884
ENSG00000049245	VAMP3	749	763	774	588	605	643
ENSG00000049246	PER3	32	37	36	38	29	34
ENSG00000049247	UTS2	25	15	23	17	21	11
ENSG00000049249	TNFRSF9	2	1	0	8	5	4
ENSG00000049283	EPN3	0	2	0	1	0	0
ENSG00000049323	LTBP1	134	145	137	75	77	89
ENSG00000049449	RCN1	2565	2557	2779	1649	1663	1621
ENSG00000049540	ELN	50	51	46	26	39	21
ENSG00000049541	RFC2	558	634	684	459	460	454
ENSG00000049618	ARID1B	2439	2625	2232	2450	2626	2480
ENSG00000049656	CLPTM1L	1970	2125	2198	1035	1073	1018
ENSG00000049759	NEDD4L	1	1	2	2	1	3
ENSG00000049768	FOXP3	7	4	3	10	7	7
ENSG00000049769	PPP1R3F	27	17	24	52	42	34
ENSG00000049860	HEXB	633	671	746	619	608	618
ENSG00000049883	PTCD2	360	408	337	463	508	511
ENSG00000050130	JKAMP	856	924	909	636	649	636
ENSG00000050344	NFE2L3	641	677	733	330	361	375
ENSG00000050393	MCUR1	720	729	761	606	624	610
ENSG00000050405	LIMA1	321	333	395	357	366	357
ENSG00000050426	LETMD1	1011	1233	1004	1680	1726	1651
ENSG00000050438	SLC4A8	262	287	249	374	370	298
ENSG00000050555	LAMC3	1	2	1	2	1	2
ENSG00000050628	PTGER3	1	1	0	0	0	0
ENSG00000050748	MAPK9	871	919	854	863	872	817
ENSG00000050767	COL23A1	41	36	47	28	32	33
ENSG00000050820	BCAR1	12	1	6	7	6	7
ENSG00000051009	FAM160A2	416	460	379	336	392	368
ENSG00000051108	HERPUD1	588	601	655	1176	1314	1214
ENSG00000051128	HOMER3	1520	1649	1652	964	1132	1059
ENSG00000051180	RAD51	583	578	599	296	290	291
ENSG00000051341	POLQ	506	574	473	355	420	363
ENSG00000051382	PIK3CB	2571	2491	2538	2179	2340	2233
ENSG00000051523	CYBA	1146	1212	1348	654	773	696
ENSG00000051596	THOC3	444	421	520	278	258	286
ENSG00000051620	HEBP2	349	343	301	471	465	498
ENSG00000051825	MPHOSPH9	920	909	812	864	943	858
ENSG00000052126	PLEKHA5	268	299	276	725	735	746
ENSG00000052344	PRSS8	1	0	1	0	1	0
ENSG00000052723	SIKE1	1106	1068	1018	1385	1388	1425
ENSG00000052749	RRP12	1342	1634	1350	581	696	606
ENSG00000052795	FNIP2	470	432	405	464	459	421
ENSG00000052802	MSMO1	634	596	703	974	1019	946
ENSG00000052841	TTC17	2978	3046	2904	2366	2495	2259
ENSG00000052850	ALX4	1	0	0	4	2	0
ENSG00000053108	FSTL4	1	0	1	0	0	1
ENSG00000053254	FOXN3	1637	1651	1565	1479	1486	1411
ENSG00000053328	METTL24	7	3	3	2	3	2
ENSG00000053371	AKR7A2	657	686	734	473	486	466
ENSG00000053372	MRTO4	1561	1626	1867	774	754	725
ENSG00000053438	NNAT	9	14	14	4	10	9
ENSG00000053501	USE1	329	351	358	470	484	455
ENSG00000053524	MCF2L2	1	4	2	3	2	1
ENSG00000053702	NRIP2	74	101	68	44	28	31
ENSG00000053747	LAMA3	4	7	5	11	16	20
ENSG00000053770	AP5M1	747	724	759	1112	1057	1051
ENSG00000053900	ANAPC4	626	706	627	659	631	633
ENSG00000053918	KCNQ1	1	0	0	1	1	1
ENSG00000054116	TRAPPC3	810	866	932	806	768	751
ENSG00000054118	THRAP3	3964	4266	3994	3721	3979	3604
ENSG00000054148	PHPT1	261	271	333	196	196	170
ENSG00000054179	ENTPD2	0	1	2	0	0	0
ENSG00000054219	LY75	488	529	412	314	296	317
ENSG00000054267	ARID4B	1379	1410	1290	1960	2061	2003
ENSG00000054277	OPN3	55	33	47	17	16	24
ENSG00000054282	SDCCAG8	457	493	485	848	871	826
ENSG00000054356	PTPRN	0	0	0	0	1	1
ENSG00000054523	KIF1B	26	19	30	77	69	76
ENSG00000054598	FOXC1	859	834	803	585	607	555
ENSG00000054611	TBC1D22A	652	721	752	1109	1166	1099
ENSG00000054654	SYNE2	2169	2602	1970	2126	2490	2035
ENSG00000054690	PLEKHH1	1	2	1	1	3	4
ENSG00000054793	ATP9A	35	30	33	19	19	17
ENSG00000054938	CHRDL2	0	0	0	0	0	1
ENSG00000054965	FAM168A	2451	2601	2344	2003	2164	1880
ENSG00000054967	RELT	986	1097	1097	757	879	765
ENSG00000054983	GALC	645	628	646	562	583	588
ENSG00000055044	NOP58	1838	1839	1974	1828	1889	1933
ENSG00000055070	SZRD1	2313	2288	2553	2050	2178	2082
ENSG00000055118	KCNH2	72	78	76	14	23	11
ENSG00000055130	CUL1	2043	2179	2081	1885	2005	1847
ENSG00000055147	FAM114A2	499	513	496	775	769	804
ENSG00000055163	CYFIP2	433	471	402	384	440	345
ENSG00000055208	TAB2	2101	2114	2140	3126	3368	3249
ENSG00000055211	GINM1	537	519	598	459	469	401
ENSG00000055332	EIF2AK2	1635	1581	1442	1112	1162	1094
ENSG00000055483	USP36	2828	3083	2704	3413	3703	3464
ENSG00000055609	KMT2C	2552	2756	2081	2235	2457	2075
ENSG00000055917	PUM2	5245	5090	4777	4442	4533	4304
ENSG00000055950	MRPL43	585	584	655	462	512	446
ENSG00000055955	ITIH4	0	1	1	0	2	0
ENSG00000055957	ITIH1	3	3	3	1	4	2
ENSG00000056050	C4orf27	356	324	362	468	487	443
ENSG00000056097	ZFR	3223	3309	3188	5487	5588	5633
ENSG00000056277	ZNF280C	211	212	181	293	291	256
ENSG00000056558	TRAF1	206	204	199	305	331	317
ENSG00000056586	RC3H2	939	933	861	1042	1065	977
ENSG00000056736	IL17RB	43	56	43	62	57	72
ENSG00000056972	TRAF3IP2	117	134	125	145	132	130
ENSG00000057019	DCBLD2	2	4	3	4	2	1
ENSG00000057252	SOAT1	8	12	11	2	6	8
ENSG00000057468	MSH4	1	4	1	3	0	1
ENSG00000057608	GDI2	6530	6420	6981	8454	8777	8838
ENSG00000057657	PRDM1	9	8	8	23	21	14
ENSG00000057663	ATG5	655	656	715	879	846	828
ENSG00000057704	TMCC3	7	8	6	33	35	42
ENSG00000057757	PITHD1	804	844	933	1188	1246	1252
ENSG00000057935	MTA3	109	119	129	175	169	157
ENSG00000058056	USP13	834	816	794	558	539	543
ENSG00000058063	ATP11B	519	511	486	553	606	559
ENSG00000058085	LAMC2	1	0	0	0	0	0
ENSG00000058091	CDK14	17	18	16	40	31	30
ENSG00000058262	SEC61A1	5955	6118	6109	3126	3299	2984
ENSG00000058272	PPP1R12A	1669	1789	1602	2558	2595	2712
ENSG00000058335	RASGRF1	0	4	0	1	1	1
ENSG00000058404	CAMK2B	4	7	9	6	3	2
ENSG00000058453	CROCC	225	255	200	181	184	153
ENSG00000058600	POLR3E	1320	1492	1273	776	889	770
ENSG00000058668	ATP2B4	4030	4373	3628	2476	2714	2478
ENSG00000058673	ZC3H11A	3327	3573	3208	3165	3407	3200
ENSG00000058729	RIOK2	611	643	617	859	820	927
ENSG00000058799	YIPF1	346	315	388	428	397	425
ENSG00000058804	NDC1	2193	2312	2131	1309	1290	1206
ENSG00000058866	DGKG	454	474	474	393	385	367
ENSG00000059122	FLYWCH1	595	728	604	568	638	557
ENSG00000059145	UNKL	419	453	377	580	622	531
ENSG00000059377	TBXAS1	918	865	987	1018	1045	1033
ENSG00000059378	PARP12	527	647	592	337	410	353
ENSG00000059573	ALDH18A1	3010	3209	3351	1282	1412	1280
ENSG00000059588	TARBP1	1595	2010	1538	1108	1202	1085
ENSG00000059691	GATB	509	547	600	594	635	660
ENSG00000059728	MXD1	554	643	555	1457	1426	1403
ENSG00000059758	CDK17	682	680	704	1048	1015	983
ENSG00000059769	DNAJC25	63	65	77	73	83	75
ENSG00000059804	SLC2A3	1141	1173	1229	2702	2696	2720
ENSG00000059915	PSD	43	41	36	25	24	24
ENSG00000060069	CTDP1	1278	1352	1418	1141	1441	1217
ENSG00000060138	YBX3	6575	7072	6875	4858	5074	4934
ENSG00000060140	STYK1	92	92	88	106	99	115
ENSG00000060237	WNK1	4587	4749	4113	4871	5345	4666
ENSG00000060339	CCAR1	2135	2204	2011	3464	3623	3446
ENSG00000060491	OGFR	1627	1778	1789	905	1030	908
ENSG00000060558	GNA15	2635	2733	3036	4255	4629	4275
ENSG00000060566	CREB3L3	0	2	1	1	1	1
ENSG00000060642	PIGV	229	216	247	339	385	371
ENSG00000060656	PTPRU	160	176	174	151	209	158
ENSG00000060688	SNRNP40	1191	1206	1291	1172	1202	1113
ENSG00000060749	QSER1	1306	1398	1104	905	922	865
ENSG00000060762	MPC1	303	340	364	361	361	339
ENSG00000060971	ACAA1	1060	1099	1062	825	915	844
ENSG00000060982	BCAT1	4198	4065	3923	6394	6411	6524
ENSG00000061273	HDAC7	1900	2065	1947	1382	1526	1403
ENSG00000061337	LZTS1	0	1	0	1	0	0
ENSG00000061492	WNT8A	48	35	42	24	27	15
ENSG00000061656	SPAG4	65	77	75	112	109	95
ENSG00000061676	NCKAP1	12	8	13	12	10	12
ENSG00000061794	MRPS35	1317	1304	1389	1380	1436	1384
ENSG00000061918	GUCY1B3	351	392	414	310	341	355
ENSG00000061936	SFSWAP	1073	1212	1026	1167	1257	1141
ENSG00000061938	TNK2	2153	2733	2106	2118	2422	2068
ENSG00000061987	MON2	929	936	819	942	995	868
ENSG00000062038	CDH3	0	0	0	0	0	1
ENSG00000062194	GPBP1	2072	2147	2069	2728	2847	2837
ENSG00000062282	DGAT2	23	28	26	12	10	11
ENSG00000062370	ZNF112	0	1	0	0	1	0
ENSG00000062485	CS	3969	4307	4029	3880	4168	3893
ENSG00000062524	LTK	717	930	722	597	676	580
ENSG00000062582	MRPS24	10	7	6	2	7	3
ENSG00000062598	ELMO2	785	865	877	775	826	753
ENSG00000062650	WAPAL	2588	2584	2481	3682	3761	3622
ENSG00000062716	VMP1	1240	1175	1260	2043	2060	2089
ENSG00000062725	APPBP2	818	822	835	1525	1511	1574
ENSG00000062822	POLD1	1814	2018	1923	1282	1472	1377
ENSG00000063015	SEZ6	6	12	3	6	8	10
ENSG00000063046	EIF4B	20632	20200	21334	23963	25433	25298
ENSG00000063127	SLC6A16	0	6	2	4	1	5
ENSG00000063169	GLTSCR1	237	234	181	196	214	184
ENSG00000063176	SPHK2	300	314	335	287	267	279
ENSG00000063177	RPL18	17354	18051	20052	18334	20324	18513
ENSG00000063180	CA11	61	54	68	72	55	51
ENSG00000063241	ISOC2	447	468	598	241	243	254
ENSG00000063244	U2AF2	4966	5381	5136	3114	3464	2970
ENSG00000063245	EPN1	1127	1096	1151	884	969	892
ENSG00000063322	MED29	826	874	846	808	885	758
ENSG00000063438	AHRR	2081	2285	1990	1758	2004	1787
ENSG00000063587	ZNF275	327	349	318	169	186	164
ENSG00000063601	MTMR1	377	413	361	344	382	312
ENSG00000063660	GPC1	0	3	2	1	1	0
ENSG00000063761	ADCK1	142	145	106	94	101	80
ENSG00000063854	HAGH	313	310	337	246	231	252
ENSG00000063978	RNF4	1637	1691	1736	1131	1223	1073
ENSG00000064012	CASP8	496	493	493	455	478	475
ENSG00000064042	LIMCH1	14	15	15	7	6	1
ENSG00000064102	ASUN	1278	1301	1384	2433	2467	2640
ENSG00000064115	TM7SF3	2790	2800	2908	1985	2010	2004
ENSG00000064195	DLX3	0	1	2	0	1	1
ENSG00000064199	SPA17	16	14	16	16	13	25
ENSG00000064201	TSPAN32	416	571	362	187	227	202
ENSG00000064205	WISP2	0	0	0	1	1	2
ENSG00000064225	ST3GAL6	19	28	25	66	70	51
ENSG00000064270	ATP2C2	0	1	0	0	0	0
ENSG00000064300	NGFR	3	8	7	13	17	15
ENSG00000064309	CDON	9	8	11	6	4	8
ENSG00000064313	TAF2	1222	1214	1175	1934	1976	1859
ENSG00000064393	HIPK2	933	956	846	589	658	559
ENSG00000064419	TNPO3	1811	1825	1888	2294	2516	2365
ENSG00000064489	MEF2BNB-MEF2B	0	4	2	3	3	3
ENSG00000064490	RFXANK	695	718	760	710	827	786
ENSG00000064545	TMEM161A	685	694	694	496	553	486
ENSG00000064547	LPAR2	122	141	109	143	160	147
ENSG00000064601	CTSA	2310	2574	2226	1070	1119	1032
ENSG00000064607	SUGP2	3116	3924	2851	2565	2848	2453
ENSG00000064651	SLC12A2	718	782	641	563	540	535
ENSG00000064652	SNX24	0	1	0	0	0	0
ENSG00000064655	EYA2	0	0	0	1	0	0
ENSG00000064666	CNN2	2937	3101	3045	1894	2042	1903
ENSG00000064687	ABCA7	135	192	143	104	93	93
ENSG00000064692	SNCAIP	0	1	0	0	0	0
ENSG00000064703	DDX20	871	897	958	861	839	855
ENSG00000064726	BTBD1	1566	1622	1691	2303	2279	2322
ENSG00000064763	FAR2	2387	2388	2409	1702	1882	1692
ENSG00000064787	BCAS1	1	0	0	1	0	1
ENSG00000064835	POU1F1	0	1	1	0	0	0
ENSG00000064932	SBNO2	1315	1395	1344	1504	1624	1423
ENSG00000064933	PMS1	267	285	242	245	230	226
ENSG00000064961	HMG20B	2313	2435	2464	1823	1957	1817
ENSG00000064989	CALCRL	428	367	409	636	619	659
ENSG00000064995	TAF11	731	814	851	699	774	696
ENSG00000064999	ANKS1A	932	1035	885	658	754	626
ENSG00000065000	AP3D1	2605	2895	2663	2339	2603	2391
ENSG00000065029	ZNF76	740	848	734	744	856	687
ENSG00000065054	SLC9A3R2	640	791	850	283	327	274
ENSG00000065057	NTHL1	417	439	472	180	194	176
ENSG00000065060	UHRF1BP1	1595	1652	1453	2152	2298	2194
ENSG00000065135	GNAI3	1667	1640	1756	2494	2589	2698
ENSG00000065150	IPO5	4979	4904	4993	4035	4350	4385
ENSG00000065154	OAT	0	0	1	0	0	0
ENSG00000065183	WDR3	1731	1849	1805	660	710	684
ENSG00000065243	PKN2	758	774	685	796	825	895
ENSG00000065268	WDR18	761	875	916	796	863	836
ENSG00000065308	TRAM2	770	839	748	517	533	514
ENSG00000065320	NTN1	551	535	540	345	391	366
ENSG00000065328	MCM10	903	983	900	285	287	274
ENSG00000065357	DGKA	245	312	266	302	330	289
ENSG00000065361	ERBB3	0	2	0	0	2	5
ENSG00000065371	ROPN1	1	0	0	0	0	0
ENSG00000065413	ANKRD44	98	100	75	156	150	131
ENSG00000065427	KARS	2150	2050	2159	1907	2031	1914
ENSG00000065457	ADAT1	153	166	172	135	147	129
ENSG00000065485	PDIA5	1142	1269	1283	440	514	475
ENSG00000065491	TBC1D22B	259	326	312	460	461	475
ENSG00000065518	NDUFB4	901	937	1056	986	1009	1030
ENSG00000065526	SPEN	3811	4237	3235	2299	2589	2051
ENSG00000065534	MYLK	141	148	122	104	113	116
ENSG00000065548	ZC3H15	1186	1177	1234	1385	1375	1469
ENSG00000065559	MAP2K4	292	301	286	310	334	324
ENSG00000065600	TMEM206	665	712	830	485	476	474
ENSG00000065609	SNAP91	0	0	0	1	0	0
ENSG00000065613	SLK	2570	2381	2241	2767	2832	2742
ENSG00000065615	CYB5R4	1088	988	1007	1410	1380	1370
ENSG00000065618	COL17A1	0	1	0	3	2	3
ENSG00000065621	GSTO2	8	8	6	10	18	7
ENSG00000065665	SEC61A2	114	128	99	150	167	176
ENSG00000065675	PRKCQ	760	811	784	504	559	550
ENSG00000065717	TLE2	2	3	3	2	3	3
ENSG00000065802	ASB1	286	292	217	164	189	182
ENSG00000065809	FAM107B	566	589	606	1109	1166	1135
ENSG00000065833	ME1	785	827	847	1726	1837	1811
ENSG00000065882	TBC1D1	1719	1635	1666	1373	1409	1357
ENSG00000065883	CDK13	1496	1551	1468	1849	1924	1788
ENSG00000065911	MTHFD2	3104	3071	3431	12263	12126	12354
ENSG00000065923	SLC9A7	1279	1369	1252	821	935	785
ENSG00000065970	FOXJ2	546	617	491	500	548	539
ENSG00000065978	YBX1	22222	22769	25547	19736	20939	20315
ENSG00000065989	PDE4A	658	688	674	928	1069	948
ENSG00000066027	PPP2R5A	1712	1738	1824	2160	2216	2320
ENSG00000066044	ELAVL1	2020	2047	2049	1465	1523	1485
ENSG00000066056	TIE1	2067	2202	2223	1615	1822	1572
ENSG00000066084	DIP2B	1914	2005	1796	2105	2091	1936
ENSG00000066117	SMARCD1	1563	1675	1620	1643	1762	1648
ENSG00000066135	KDM4A	1330	1357	1290	2010	2175	1971
ENSG00000066136	NFYC	1000	1045	1040	1609	1777	1678
ENSG00000066185	ZMYND12	24	14	14	41	33	46
ENSG00000066230	SLC9A3	30	53	53	38	55	47
ENSG00000066248	NGEF	0	1	0	0	2	0
ENSG00000066279	ASPM	1971	2101	1709	1397	1543	1377
ENSG00000066294	CD84	157	165	130	105	112	105
ENSG00000066322	ELOVL1	2158	2307	2313	1559	1666	1545
ENSG00000066336	SPI1	2983	3049	3114	2442	2681	2433
ENSG00000066379	ZNRD1	590	716	719	568	615	605
ENSG00000066422	ZBTB11	972	1021	973	956	984	972
ENSG00000066427	ATXN3	568	587	502	898	854	828
ENSG00000066455	GOLGA5	715	723	711	998	1032	1003
ENSG00000066468	FGFR2	2	3	1	0	0	1
ENSG00000066557	LRRC40	504	461	522	890	913	1013
ENSG00000066583	ISOC1	337	327	338	208	199	223
ENSG00000066651	TRMT11	340	335	337	251	262	281
ENSG00000066654	THUMPD1	1427	1442	1373	1106	1163	1127
ENSG00000066697	MSANTD3	137	141	164	84	82	73
ENSG00000066735	KIF26A	0	1	3	2	3	3
ENSG00000066739	ATG2B	713	840	638	841	930	797
ENSG00000066777	ARFGEF1	3670	3555	3473	4129	4410	4141
ENSG00000066827	ZFAT	390	377	405	525	471	441
ENSG00000066855	MTFR1	527	504	543	383	384	391
ENSG00000066923	STAG3	24	32	36	30	19	19
ENSG00000066926	FECH	918	928	920	662	659	665
ENSG00000066933	MYO9A	879	980	787	932	1017	813
ENSG00000067048	DDX3Y	2327	2377	2180	2788	2885	2732
ENSG00000067057	PFKP	2742	3021	2983	1389	1553	1449
ENSG00000067064	IDI1	1387	1409	1635	2950	2853	2930
ENSG00000067066	SP100	621	618	614	780	858	713
ENSG00000067082	KLF6	785	876	802	2688	2820	2671
ENSG00000067113	PPAP2A	136	143	158	300	330	297
ENSG00000067141	NEO1	1	3	2	2	5	1
ENSG00000067167	TRAM1	3962	3858	4267	4501	4357	4611
ENSG00000067177	PHKA1	1	0	0	0	2	1
ENSG00000067182	TNFRSF1A	5001	5136	5392	4149	4641	4260
ENSG00000067191	CACNB1	76	97	76	77	116	90
ENSG00000067208	EVI5	128	105	120	80	113	88
ENSG00000067221	STOML1	124	133	148	138	150	168
ENSG00000067225	PKM	24606	26654	27226	17789	19076	18195
ENSG00000067248	DHX29	901	916	807	1247	1364	1318
ENSG00000067334	DNTTIP2	1649	1583	1721	1803	1831	1777
ENSG00000067365	METTL22	213	269	223	427	486	406
ENSG00000067369	TP53BP1	1362	1537	1232	1130	1239	1074
ENSG00000067445	TRO	1	1	0	2	2	2
ENSG00000067533	RRP15	523	481	471	452	402	413
ENSG00000067560	RHOA	7649	7870	8251	7415	7698	7561
ENSG00000067596	DHX8	1493	1720	1581	1622	1607	1571
ENSG00000067601	PMS2P4	21	28	32	23	19	20
ENSG00000067606	PRKCZ	0	1	0	1	0	1
ENSG00000067646	ZFY	454	443	447	988	854	999
ENSG00000067704	IARS2	2778	2763	2924	1752	1957	1867
ENSG00000067715	SYT1	0	0	0	0	0	1
ENSG00000067798	NAV3	0	0	1	0	0	0
ENSG00000067829	IDH3G	642	695	656	432	582	458
ENSG00000067836	ROGDI	140	145	137	105	102	78
ENSG00000067840	PDZD4	1	2	1	3	0	0
ENSG00000067842	ATP2B3	0	1	0	1	0	3
ENSG00000067900	ROCK1	4604	4626	4346	5716	5913	5865
ENSG00000067955	CBFB	1085	1138	1103	773	824	786
ENSG00000067992	PDK3	128	142	122	114	160	127
ENSG00000068001	HYAL2	298	317	337	111	119	97
ENSG00000068024	HDAC4	175	223	207	206	214	200
ENSG00000068028	RASSF1	1316	1575	1459	2405	2536	2360
ENSG00000068078	FGFR3	1	4	4	4	5	1
ENSG00000068079	IFI35	214	208	217	217	197	223
ENSG00000068097	HEATR6	439	545	473	332	362	336
ENSG00000068120	COASY	1270	1441	1351	1151	1248	1150
ENSG00000068137	PLEKHH3	133	136	172	251	279	226
ENSG00000068305	MEF2A	2055	1971	1933	2576	2629	2691
ENSG00000068308	OTUD5	883	966	897	1103	1221	1120
ENSG00000068323	TFE3	628	654	620	1360	1471	1434
ENSG00000068354	TBC1D25	299	305	337	319	406	366
ENSG00000068366	ACSL4	3475	3336	3295	3626	3529	3660
ENSG00000068383	INPP5A	344	358	365	496	514	492
ENSG00000068394	GPKOW	401	413	418	463	553	466
ENSG00000068400	GRIPAP1	1502	1722	1418	2607	2564	2452
ENSG00000068438	FTSJ1	638	714	696	420	513	443
ENSG00000068489	PRR11	1476	1495	1546	1235	1279	1236
ENSG00000068615	REEP1	1	1	1	1	1	2
ENSG00000068650	ATP11A	924	983	806	543	570	475
ENSG00000068654	POLR1A	2927	3403	2757	1189	1434	1150
ENSG00000068697	LAPTM4A	1521	1447	1665	1671	1662	1686
ENSG00000068724	TTC7A	1521	1596	1563	4744	4967	4896
ENSG00000068745	IP6K2	1384	1466	1502	2005	2095	2016
ENSG00000068784	SRBD1	636	602	639	1313	1323	1324
ENSG00000068796	KIF2A	1944	1936	1962	1802	1931	1852
ENSG00000068831	RASGRP2	3341	4051	3645	2272	2515	2294
ENSG00000068878	PSME4	2182	2290	2135	2295	2569	2392
ENSG00000068885	IFT80	192	210	169	234	199	201
ENSG00000068903	SIRT2	630	733	669	602	684	591
ENSG00000068912	ERLEC1	821	785	879	776	715	705
ENSG00000068971	PPP2R5B	128	161	106	205	217	196
ENSG00000068976	PYGM	13	8	11	6	8	9
ENSG00000069011	PITX1	1	0	1	0	0	1
ENSG00000069020	MAST4	1065	1195	984	1152	1274	1023
ENSG00000069188	SDK2	1167	1311	1038	2080	2260	2108
ENSG00000069248	NUP133	1427	1497	1430	1726	1733	1786
ENSG00000069275	NUCKS1	3405	3218	3264	3597	3642	3524
ENSG00000069329	VPS35	3035	3095	3153	3236	3325	3111
ENSG00000069345	DNAJA2	1433	1512	1636	1578	1618	1625
ENSG00000069399	BCL3	289	268	278	659	754	630
ENSG00000069424	KCNAB2	7514	7789	7363	4525	5240	4458
ENSG00000069431	ABCC9	47	51	47	40	30	27
