id	sym	A2058_Control_1_RNA	A2058_Control_2_RNA	A2058_Control_3_RNA	A2058_VitC_1_RNA	A2058_VitC_2_RNA	A2058_VitC_3_RNA
ENSG00000029363	BCLAF1	18026	11821	7391	10671	13145	8947
ENSG00000029364	SLC39A9	8854	5580	3250	5267	7080	4082
ENSG00000029534	ANK1	3	4	3	3	3	2
ENSG00000029559	IBSP	1	1	0	0	0	1
ENSG00000029639	TFB1M	1795	1188	765	1128	1615	928
ENSG00000029725	RABEP1	14845	10032	6000	8996	10787	6923
ENSG00000029993	HMGB3	1929	1346	785	1426	1523	1180
ENSG00000030066	NUP160	7346	4623	2624	4699	5816	3999
ENSG00000030110	BAK1	382	193	127	253	296	221
ENSG00000030304	MUSK	8	1	0	0	2	10
ENSG00000030419	IKZF2	81	45	25	23	46	32
ENSG00000030582	GRN	1202	598	444	582	888	537
ENSG00000031003	FAM13B	3520	2367	1278	2541	3045	1746
ENSG00000031081	ARHGAP31	1830	1163	659	1196	1381	834
ENSG00000031691	CENPQ	1806	1136	740	1191	1454	910
ENSG00000031698	SARS	6868	4203	2621	4537	5983	4058
ENSG00000031823	RANBP3	1537	940	596	885	1021	664
ENSG00000032219	ARID4A	1939	1342	801	1275	1404	1073
ENSG00000032389	TSSC1	1244	742	412	677	930	530
ENSG00000032444	PNPLA6	617	342	196	351	517	265
ENSG00000032742	IFT88	2532	1678	1048	1730	2029	1426
ENSG00000033011	ALG1	843	518	307	445	660	420
ENSG00000033030	ZCCHC8	1601	1044	586	895	1204	757
ENSG00000033050	ABCF2	7696	4741	2839	4639	5618	4015
ENSG00000033100	CHPF2	2027	1217	736	1165	1556	938
ENSG00000033122	LRRC7	31	18	5	12	22	26
ENSG00000033170	FUT8	3394	2275	1264	2183	2947	1710
ENSG00000033178	UBA6	11420	7344	4395	8142	10165	6436
ENSG00000033327	GAB2	2282	1609	1017	1714	2154	1499
ENSG00000033627	ATP6V0A1	1401	893	524	820	1051	619
ENSG00000033800	PIAS1	1734	1265	750	1071	1354	827
ENSG00000033867	SLC4A7	10590	7193	4306	8211	10279	6092
ENSG00000034053	APBA2	398	243	158	236	340	207
ENSG00000034152	MAP2K3	288	185	108	177	227	138
ENSG00000034239	EFCAB1	3	0	3	3	6	0
ENSG00000034510	TMSB10	19604	11154	7009	12598	15490	14304
ENSG00000034533	ASTE1	411	248	108	211	246	182
ENSG00000034677	RNF19A	10463	6802	4122	6582	8714	5988
ENSG00000034693	PEX3	837	476	317	515	623	478
ENSG00000034713	GABARAPL2	2452	1478	880	1474	1813	1061
ENSG00000034971	MYOC	0	0	0	1	0	1
ENSG00000035115	SH3YL1	880	547	331	454	652	339
ENSG00000035141	FAM136A	4160	2894	1637	2757	3169	2100
ENSG00000035403	VCL	9287	5903	3455	5279	6780	4326
ENSG00000035499	DEPDC1B	1247	742	435	778	1040	680
ENSG00000035664	DAPK2	55	33	20	26	40	29
ENSG00000035681	NSMAF	5620	3525	2212	3853	4677	3031
ENSG00000035687	ADSS	7906	4776	2975	5072	6128	4446
ENSG00000035720	STAP1	4	1	0	2	1	3
ENSG00000035862	TIMP2	6583	4682	2619	4471	5810	3354
ENSG00000035928	RFC1	10591	7214	4385	6674	8379	5255
ENSG00000036054	TBC1D23	2993	1855	1169	2056	2494	1728
ENSG00000036257	CUL3	9155	5956	3545	5545	6638	4620
ENSG00000036448	MYOM2	0	3	0	0	0	2
ENSG00000036473	OTC	2	2	0	2	3	2
ENSG00000036530	CYP46A1	14	14	2	12	12	14
ENSG00000036549	ZZZ3	9375	5915	3659	5702	7548	4611
ENSG00000036565	SLC18A1	1975	1275	689	641	777	537
ENSG00000036672	USP2	16	20	10	7	7	5
ENSG00000037042	TUBG2	768	455	276	397	546	230
ENSG00000037241	RPL26L1	1521	927	620	912	1109	831
ENSG00000037280	FLT4	3	1	1	0	1	2
ENSG00000037474	NSUN2	15040	9437	5692	8369	10588	7083
ENSG00000037637	FBXO42	738	463	283	390	573	302
ENSG00000037749	MFAP3	2186	1380	772	1402	1897	962
ENSG00000037757	MRI1	675	470	290	425	659	399
ENSG00000037897	METTL1	357	207	126	215	278	176
ENSG00000037965	HOXC8	79	62	33	33	65	51
ENSG00000038002	AGA	3713	2346	1341	2385	3149	2132
ENSG00000038210	PI4K2B	1229	743	365	750	954	697
ENSG00000038219	BOD1L1	17530	12004	7171	10103	11975	7253
ENSG00000038274	MAT2B	4421	2874	1682	2788	3412	2110
ENSG00000038295	TLL1	10	7	3	6	5	8
ENSG00000038358	EDC4	1691	948	588	953	1347	751
ENSG00000038382	TRIO	7102	4815	2700	4339	5542	3224
ENSG00000038427	VCAN	4309	3051	1760	3672	4683	2806
ENSG00000038532	CLEC16A	1132	778	397	676	840	503
ENSG00000038945	MSR1	9	7	8	9	5	8
ENSG00000039068	CDH1	1	5	0	7	17	6
ENSG00000039123	SKIV2L2	9855	6478	3777	6168	7583	5165
ENSG00000039139	DNAH5	38	28	11	27	42	29
ENSG00000039319	ZFYVE16	11445	7491	4371	7875	10088	5891
ENSG00000039523	FAM65A	535	361	240	308	417	260
ENSG00000039537	C6	5	4	6	3	7	11
ENSG00000039560	RAI14	9085	6145	3561	5732	6987	4701
ENSG00000039600	SOX30	4	3	2	2	1	6
ENSG00000039650	PNKP	475	324	192	297	359	228
ENSG00000039987	BEST2	0	1	0	0	0	0
ENSG00000040199	PHLPP2	1027	694	387	707	856	487
ENSG00000040275	SPDL1	4740	2995	1798	2774	3494	2354
ENSG00000040341	STAU2	3891	2504	1496	2348	3066	2048
ENSG00000040487	PQLC2	456	304	167	258	293	199
ENSG00000040531	CTNS	698	394	242	386	597	300
ENSG00000040608	RTN4R	10	8	6	3	11	4
ENSG00000040633	PHF23	2397	1592	980	1451	1835	1267
ENSG00000040731	CDH10	1	6	1	1	5	8
ENSG00000040933	INPP4A	1251	853	529	792	1000	645
ENSG00000041353	RAB27B	1446	990	480	725	907	577
ENSG00000041357	PSMA4	13145	8031	5158	7890	9975	7180
ENSG00000041515	MYO16	30	16	16	30	31	41
ENSG00000041802	LSG1	5339	3319	2082	3220	4106	2869
ENSG00000041880	PARP3	481	291	180	348	473	284
ENSG00000041982	TNC	43698	27238	16725	23817	31076	20093
ENSG00000041988	THAP3	446	212	171	238	336	185
ENSG00000042062	FAM65C	1	1	2	0	0	2
ENSG00000042088	TDP1	1352	763	417	819	1119	629
ENSG00000042286	AIFM2	711	420	220	410	585	359
ENSG00000042304	C2orf83	0	1	0	0	0	0
ENSG00000042317	SPATA7	110	97	44	80	91	55
ENSG00000042429	MED17	2261	1401	869	1379	1800	1160
ENSG00000042445	RETSAT	1747	1101	630	1216	1580	1128
ENSG00000042493	CAPG	34	18	7	57	133	82
ENSG00000042753	AP2S1	1576	1026	569	817	1146	830
ENSG00000042781	USH2A	44	39	9	37	60	51
ENSG00000042813	ZPBP	1	5	0	5	1	5
ENSG00000042832	TG	7	6	3	2	4	5
ENSG00000042980	ADAM28	4	2	7	0	2	13
ENSG00000043039	BARX2	0	0	1	0	1	0
ENSG00000043093	DCUN1D1	5249	3541	2057	3405	4406	2821
ENSG00000043143	JADE2	2051	1351	773	1352	1675	1133
ENSG00000043355	ZIC2	41	30	14	8	18	13
ENSG00000043462	LCP2	17	7	3	12	16	22
ENSG00000043514	TRIT1	1162	774	464	753	962	711
ENSG00000043591	ADRB1	57	40	19	30	46	22
ENSG00000044012	GUCA2B	0	1	0	0	0	0
ENSG00000044090	CUL7	869	537	369	521	671	488
ENSG00000044115	CTNNA1	28609	17539	10739	16949	22148	12948
ENSG00000044446	PHKA2	285	222	121	185	293	143
ENSG00000044459	CNTLN	2541	1802	1125	1936	2393	1549
ENSG00000044524	EPHA3	9978	6549	3903	6269	8716	5156
ENSG00000044574	HSPA5	16729	10803	6471	8970	10226	7190
ENSG00000046604	DSG2	3584	2219	1317	1774	2404	1355
ENSG00000046647	GEMIN8	195	121	80	123	184	105
ENSG00000046651	OFD1	1296	937	531	866	1118	624
ENSG00000046653	GPM6B	2342	1434	951	1852	2422	1535
ENSG00000046774	MAGEC2	165	84	70	87	108	74
ENSG00000046889	PREX2	11	9	5	13	9	13
ENSG00000047056	WDR37	1040	642	423	661	823	495
ENSG00000047188	YTHDC2	2703	1804	1026	1832	2240	1358
ENSG00000047230	CTPS2	1264	781	471	834	1102	668
ENSG00000047249	ATP6V1H	3986	2237	1451	2606	3126	1781
ENSG00000047315	POLR2B	18316	11765	7241	11150	14022	9423
ENSG00000047346	FAM214A	1033	686	358	725	891	551
ENSG00000047365	ARAP2	2611	1832	1000	2043	2516	1715
ENSG00000047410	TPR	41851	28550	17392	24752	30986	19546
ENSG00000047457	CP	38	33	13	23	39	23
ENSG00000047578	KIAA0556	690	450	272	422	517	327
ENSG00000047579	DTNBP1	690	451	234	389	476	279
ENSG00000047597	XK	92	65	33	62	79	29
ENSG00000047617	ANO2	4	0	1	1	5	10
ENSG00000047621	C12orf4	1878	1176	767	1223	1635	1166
ENSG00000047634	SCML1	563	321	181	205	229	132
ENSG00000047644	WWC3	2637	1821	1039	1869	2261	1435
ENSG00000047648	ARHGAP6	1	0	0	1	0	4
ENSG00000047662	FAM184B	574	419	257	477	575	323
ENSG00000047849	MAP4	5675	3696	2228	3395	4181	2449
ENSG00000047932	GOPC	3394	2281	1497	2271	3041	1671
ENSG00000047936	ROS1	11	8	5	7	6	18
ENSG00000048028	USP28	3352	2232	1476	1852	2559	1397
ENSG00000048052	HDAC9	674	435	268	663	843	526
ENSG00000048140	TSPAN17	557	337	225	363	396	257
ENSG00000048162	NOP16	1445	837	537	779	837	656
ENSG00000048342	CC2D2A	1135	763	448	717	823	539
ENSG00000048392	RRM2B	3537	2195	1342	2694	3225	1970
ENSG00000048405	ZNF800	2854	1916	1077	1666	2241	1156
ENSG00000048462	TNFRSF17	1	0	2	0	0	1
ENSG00000048471	SNX29	441	292	158	317	388	209
ENSG00000048540	LMO3	13	6	10	8	6	14
ENSG00000048544	MRPS10	3344	2188	1349	2127	2827	1760
ENSG00000048545	GUCA1A	0	0	0	0	1	0
ENSG00000048649	RSF1	4992	3571	2080	3305	3779	2448
ENSG00000048707	VPS13D	4664	3172	1801	3222	4171	2482
ENSG00000048740	CELF2	2384	1626	883	1833	2190	1314
ENSG00000048828	FAM120A	8181	5241	3034	5379	6755	3705
ENSG00000048991	R3HDM1	1592	1104	617	910	1052	604
ENSG00000049089	COL9A2	147	77	64	126	157	116
ENSG00000049130	KITLG	1907	1158	666	1221	1535	994
ENSG00000049167	ERCC8	791	485	312	570	620	482
ENSG00000049192	ADAMTS6	552	359	202	272	329	194
ENSG00000049239	H6PD	956	588	357	559	818	439
ENSG00000049245	VAMP3	3614	2183	1340	2203	2848	1506
ENSG00000049246	PER3	574	367	227	477	574	298
ENSG00000049247	UTS2	57	31	11	85	142	99
ENSG00000049249	TNFRSF9	27	17	12	19	22	12
ENSG00000049283	EPN3	4	0	1	1	0	0
ENSG00000049323	LTBP1	1322	752	467	704	921	593
ENSG00000049449	RCN1	10979	7775	4782	6741	9046	6049
ENSG00000049540	ELN	2	5	0	2	4	4
ENSG00000049541	RFC2	3253	1903	1157	1867	2361	1695
ENSG00000049618	ARID1B	2973	2036	1231	1790	2132	1270
ENSG00000049656	CLPTM1L	11121	6998	3996	6416	8634	5882
ENSG00000049759	NEDD4L	8320	5574	3220	4736	5953	3543
ENSG00000049768	FOXP3	2	0	0	3	4	1
ENSG00000049769	PPP1R3F	221	127	111	105	166	104
ENSG00000049860	HEXB	12702	7620	5006	7570	9906	6597
ENSG00000049883	PTCD2	931	656	412	564	756	476
ENSG00000050030	KIAA2022	2	0	1	0	1	6
ENSG00000050130	JKAMP	3035	1976	1164	1978	2385	1535
ENSG00000050165	DKK3	285	189	150	349	475	323
ENSG00000050327	ARHGEF5	108	59	30	110	138	75
ENSG00000050344	NFE2L3	3208	2172	1336	2001	2689	1587
ENSG00000050393	MCUR1	4728	3187	1980	3162	3734	2452
ENSG00000050405	LIMA1	6223	4104	2525	4142	5117	3246
ENSG00000050426	LETMD1	1398	860	537	747	1028	654
ENSG00000050438	SLC4A8	57	33	25	51	61	53
ENSG00000050555	LAMC3	7	5	3	5	3	2
ENSG00000050628	PTGER3	11	5	2	9	13	7
ENSG00000050730	TNIP3	5	7	1	26	38	36
ENSG00000050748	MAPK9	1271	816	531	793	986	667
ENSG00000050767	COL23A1	2	0	0	1	0	0
ENSG00000050820	BCAR1	969	605	358	603	820	582
ENSG00000051009	FAM160A2	207	160	88	131	182	129
ENSG00000051108	HERPUD1	1679	958	619	871	1201	637
ENSG00000051128	HOMER3	263	175	116	169	235	175
ENSG00000051180	RAD51	527	303	195	302	371	194
ENSG00000051341	POLQ	3091	2097	1190	1949	2327	1459
ENSG00000051382	PIK3CB	3260	2119	1033	2073	2364	1303
ENSG00000051523	CYBA	1628	898	574	869	1107	713
ENSG00000051596	THOC3	444	232	129	233	286	218
ENSG00000051620	HEBP2	757	526	333	585	733	495
ENSG00000051825	MPHOSPH9	6961	4897	2761	4835	6363	3933
ENSG00000052126	PLEKHA5	18819	12269	7378	11079	13709	9136
ENSG00000052344	PRSS8	0	0	0	0	2	2
ENSG00000052723	SIKE1	3994	2531	1529	2759	3578	2225
ENSG00000052749	RRP12	3714	2082	1349	2189	2580	1847
ENSG00000052795	FNIP2	2125	1383	789	1443	1830	1115
ENSG00000052802	MSMO1	1439	1012	598	998	1338	898
ENSG00000052841	TTC17	7791	4864	3082	4526	5888	3708
ENSG00000052850	ALX4	0	0	0	1	1	1
ENSG00000053108	FSTL4	1	2	0	1	5	5
ENSG00000053254	FOXN3	2261	1582	946	1589	2115	1099
ENSG00000053328	METTL24	1	0	0	0	0	0
ENSG00000053371	AKR7A2	1067	615	365	555	728	379
ENSG00000053372	MRTO4	2729	1708	1050	1591	1909	1442
ENSG00000053438	NNAT	0	0	0	0	1	1
ENSG00000053501	USE1	403	244	154	234	288	193
ENSG00000053524	MCF2L2	100	63	29	54	87	88
ENSG00000053702	NRIP2	2	1	0	0	1	2
ENSG00000053747	LAMA3	642	418	208	436	600	357
ENSG00000053770	AP5M1	3207	2088	1226	2158	2726	1591
ENSG00000053900	ANAPC4	2433	1555	890	1613	2181	1335
ENSG00000053918	KCNQ1	1	2	0	1	1	2
ENSG00000054116	TRAPPC3	1581	1018	608	916	1147	957
ENSG00000054118	THRAP3	14271	10265	5777	9452	11161	7016
ENSG00000054148	PHPT1	334	239	131	163	273	152
ENSG00000054179	ENTPD2	1	0	1	0	0	0
ENSG00000054219	LY75	2	5	0	0	0	7
ENSG00000054267	ARID4B	6767	4461	2598	4545	5527	3739
ENSG00000054277	OPN3	1866	1145	754	1397	1808	1064
ENSG00000054282	SDCCAG8	3418	2208	1394	2293	2764	1631
ENSG00000054356	PTPRN	10	11	6	6	7	4
ENSG00000054392	HHAT	89	46	25	55	102	56
ENSG00000054523	KIF1B	5629	3802	2306	3597	4155	2471
ENSG00000054598	FOXC1	1012	678	372	564	664	453
ENSG00000054611	TBC1D22A	867	587	335	510	697	403
ENSG00000054654	SYNE2	15165	10930	5978	9960	13039	7046
ENSG00000054690	PLEKHH1	1887	1256	732	1080	1427	882
ENSG00000054793	ATP9A	2867	1881	1103	2002	2548	1663
ENSG00000054796	SPO11	1	0	0	0	1	0
ENSG00000054803	CBLN4	0	1	0	0	0	5
ENSG00000054938	CHRDL2	0	0	0	2	1	3
ENSG00000054965	FAM168A	3595	2481	1422	2250	2650	1557
ENSG00000054967	RELT	448	275	168	221	339	198
ENSG00000054983	GALC	1354	802	525	1056	1472	891
ENSG00000055044	NOP58	10601	6884	4318	7187	8833	5666
ENSG00000055070	SZRD1	2611	1803	1028	1559	1947	1129
ENSG00000055118	KCNH2	9	9	1	4	2	2
ENSG00000055130	CUL1	7748	4965	2935	4116	5278	3410
ENSG00000055147	FAM114A2	1116	719	415	706	917	560
ENSG00000055163	CYFIP2	141	113	51	45	77	50
ENSG00000055208	TAB2	3105	1856	1253	1732	2099	1328
ENSG00000055211	GINM1	1778	1240	771	1143	1552	1022
ENSG00000055332	EIF2AK2	7077	4911	2649	4774	5782	3726
ENSG00000055483	USP36	2147	1319	786	1235	1559	1077
ENSG00000055609	KMT2C	8410	5879	3185	4831	5912	3298
ENSG00000055732	MCOLN3	1140	741	466	801	1048	635
ENSG00000055813	CCDC85A	2	5	0	1	1	0
ENSG00000055917	PUM2	5646	3728	2189	3619	4055	2450
ENSG00000055950	MRPL43	1149	716	429	679	863	549
ENSG00000055955	ITIH4	4	0	0	1	1	0
ENSG00000055957	ITIH1	1	2	0	0	1	4
ENSG00000056050	HPF1	842	469	336	530	670	437
ENSG00000056097	ZFR	14084	8838	5490	8472	10600	6607
ENSG00000056277	ZNF280C	1014	672	370	700	751	512
ENSG00000056291	NPFFR2	3	2	0	0	1	5
ENSG00000056487	PHF21B	2	1	1	0	1	0
ENSG00000056558	TRAF1	155	75	57	147	197	142
ENSG00000056586	RC3H2	6994	4631	2534	4745	6069	3687
ENSG00000056736	IL17RB	79	53	26	49	83	46
ENSG00000056972	TRAF3IP2	1258	688	525	843	1082	565
ENSG00000056998	GYG2	608	441	253	437	451	362
ENSG00000057019	DCBLD2	32851	21958	12744	21143	28145	18060
ENSG00000057149	SERPINB3	1	1	0	1	2	5
ENSG00000057252	SOAT1	10893	7129	4288	7917	9824	6545
ENSG00000057294	PKP2	2	2	0	1	10	3
ENSG00000057468	MSH4	20	13	5	14	14	12
ENSG00000057593	F7	0	6	0	3	3	0
ENSG00000057608	GDI2	31282	20325	12520	19605	24905	16866
ENSG00000057657	PRDM1	300	239	112	164	235	149
ENSG00000057663	ATG5	3063	1851	1146	1938	2512	1534
ENSG00000057704	TMCC3	2	2	10	1	1	7
ENSG00000057757	PITHD1	2162	1404	905	1431	1645	1150
ENSG00000057935	MTA3	1685	1029	605	1015	1203	696
ENSG00000058056	USP13	2082	1343	909	1340	1644	939
ENSG00000058063	ATP11B	10172	6657	3826	6283	8197	4840
ENSG00000058085	LAMC2	41	18	13	24	24	33
ENSG00000058091	CDK14	5908	3900	2299	4057	5190	3605
ENSG00000058262	SEC61A1	8042	4864	2772	4752	6379	4347
ENSG00000058272	PPP1R12A	11905	7932	5118	8075	10253	6681
ENSG00000058335	RASGRF1	56	30	20	59	86	57
ENSG00000058404	CAMK2B	1	1	0	1	0	3
ENSG00000058453	CROCC	535	300	212	309	386	257
ENSG00000058600	POLR3E	2871	1834	1133	1655	1986	1263
ENSG00000058668	ATP2B4	11764	8169	4495	7127	9116	5547
ENSG00000058673	ZC3H11A	22815	14572	8752	14435	17949	11118
ENSG00000058729	RIOK2	2322	1397	811	1464	1751	1192
ENSG00000058799	YIPF1	729	439	230	459	617	432
ENSG00000058804	NDC1	7694	4799	2965	4020	5451	3481
ENSG00000058866	DGKG	816	513	310	461	580	383
ENSG00000059122	FLYWCH1	398	207	145	244	326	211
ENSG00000059145	UNKL	344	254	159	191	218	159
ENSG00000059377	TBXAS1	626	370	233	421	563	462
ENSG00000059378	PARP12	904	626	385	708	895	538
ENSG00000059573	ALDH18A1	4414	2927	1635	2613	3465	2415
ENSG00000059588	TARBP1	4760	2953	1771	3000	3972	2552
ENSG00000059691	GATB	1437	923	625	754	1004	562
ENSG00000059728	MXD1	536	344	209	285	392	257
ENSG00000059758	CDK17	3441	2219	1372	2487	3010	1873
ENSG00000059769	DNAJC25	1000	693	430	563	743	512
ENSG00000059804	SLC2A3	3400	2220	1348	1911	2746	1865
ENSG00000059915	PSD	1	2	0	4	3	2
ENSG00000060069	CTDP1	595	354	255	373	490	281
ENSG00000060138	YBX3	5014	3639	2144	2947	3433	2222
ENSG00000060140	STYK1	42	19	17	34	33	24
ENSG00000060237	WNK1	8886	5600	3169	5533	6573	3808
ENSG00000060303	RPS17P5	1	3	2	4	2	1
ENSG00000060339	CCAR1	9849	6390	3951	5927	7376	4739
ENSG00000060491	OGFR	1028	619	437	604	823	533
ENSG00000060558	GNA15	0	1	0	2	0	0
ENSG00000060566	CREB3L3	5	1	0	0	0	0
ENSG00000060642	PIGV	374	203	145	195	293	177
ENSG00000060656	PTPRU	233	154	66	136	182	105
ENSG00000060688	SNRNP40	3373	2016	1181	2146	2755	1778
ENSG00000060709	RIMBP2	3	3	0	1	0	2
ENSG00000060718	COL11A1	10	9	18	10	7	24
ENSG00000060749	QSER1	8634	5924	3097	5276	6302	3481
ENSG00000060762	MPC1	1258	764	457	798	1035	664
ENSG00000060971	ACAA1	899	614	320	612	757	493
ENSG00000060982	BCAT1	18	2	4	3	9	20
ENSG00000061273	HDAC7	597	404	246	395	499	275
ENSG00000061337	LZTS1	1354	905	517	990	1189	662
ENSG00000061455	PRDM6	11	10	8	17	14	12
ENSG00000061492	WNT8A	0	3	0	1	0	0
ENSG00000061656	SPAG4	11	1	4	13	7	9
ENSG00000061676	NCKAP1	19575	12183	7193	11121	14323	8219
ENSG00000061794	MRPS35	5136	3099	1959	3077	3889	2819
ENSG00000061918	GUCY1B3	3	1	0	1	1	4
ENSG00000061936	SFSWAP	3281	2086	1394	1792	2366	1437
ENSG00000061938	TNK2	387	287	158	221	280	175
ENSG00000061987	MON2	3234	2049	1055	2057	2591	1450
ENSG00000062038	CDH3	6	6	1	17	22	10
ENSG00000062096	ARSF	0	0	0	1	0	0
ENSG00000062194	GPBP1	7097	4467	2623	4442	5615	3764
ENSG00000062282	DGAT2	54	25	21	23	32	14
ENSG00000062370	ZNF112	456	314	189	342	361	250
ENSG00000062485	CS	4418	2795	1615	2274	3130	1789
ENSG00000062524	LTK	6	2	1	0	1	1
ENSG00000062582	MRPS24	15	10	10	16	15	5
ENSG00000062598	ELMO2	862	581	320	496	709	416
ENSG00000062650	WAPL	11174	7510	4377	6981	8806	5333
ENSG00000062716	VMP1	15405	10174	6063	10027	13128	8232
ENSG00000062725	APPBP2	4582	3079	1842	3475	4234	2728
ENSG00000062822	POLD1	908	535	313	508	615	542
ENSG00000063015	SEZ6	8	0	2	2	0	0
ENSG00000063046	EIF4B	47096	30470	18397	28973	35578	25616
ENSG00000063127	SLC6A16	7	10	3	6	8	1
ENSG00000063169	GLTSCR1	39	49	17	34	34	17
ENSG00000063176	SPHK2	314	229	138	183	257	139
ENSG00000063177	RPL18	5658	2982	2027	2826	3850	2561
ENSG00000063180	CA11	177	115	87	65	91	64
ENSG00000063241	ISOC2	247	143	80	124	172	123
ENSG00000063244	U2AF2	5273	3206	2090	3010	3812	3102
ENSG00000063245	EPN1	1598	1072	579	897	1031	665
ENSG00000063322	MED29	1441	882	593	982	1232	809
ENSG00000063438	AHRR	1606	990	662	1013	1338	743
ENSG00000063515	GSC2	0	0	0	0	0	0
ENSG00000063587	ZNF275	416	255	141	234	333	166
ENSG00000063601	MTMR1	1267	785	477	799	957	551
ENSG00000063660	GPC1	339	218	115	174	216	150
ENSG00000063761	ADCK1	246	131	99	111	154	99
ENSG00000063854	HAGH	784	482	303	469	602	398
ENSG00000063978	RNF4	3520	1977	1210	1935	2401	1292
ENSG00000064012	CASP8	3000	2036	1309	2207	2740	1750
ENSG00000064042	LIMCH1	10815	7351	4091	6704	8491	6218
ENSG00000064102	ASUN	4907	3209	1969	3024	4003	2487
ENSG00000064115	TM7SF3	5444	3315	2017	3098	4351	3061
ENSG00000064195	DLX3	1	0	0	1	0	1
ENSG00000064199	SPA17	555	315	241	251	332	254
ENSG00000064201	TSPAN32	1	0	0	0	0	0
ENSG00000064205	WISP2	31	11	6	5	15	11
ENSG00000064218	DMRT3	0	0	0	0	0	0
ENSG00000064225	ST3GAL6	4248	2674	1583	2408	3170	1873
ENSG00000064270	ATP2C2	1	3	0	5	5	5
ENSG00000064300	NGFR	481	346	208	277	339	260
ENSG00000064309	CDON	1652	1137	605	922	1279	792
ENSG00000064313	TAF2	6996	4485	2706	4488	5874	3876
ENSG00000064393	HIPK2	11442	8012	4279	8276	9981	5553
ENSG00000064419	TNPO3	8221	5274	3049	5130	6526	3941
ENSG00000064489	BORCS8-MEF2B	0	0	0	0	0	0
ENSG00000064490	RFXANK	502	295	192	280	395	287
ENSG00000064545	TMEM161A	237	145	98	146	186	104
ENSG00000064547	LPAR2	33	22	11	22	21	15
ENSG00000064601	CTSA	3352	1819	1318	1855	2577	1659
ENSG00000064607	SUGP2	3001	1851	1087	1688	2383	1576
ENSG00000064651	SLC12A2	10362	6892	3846	6298	7972	4800
ENSG00000064652	SNX24	944	602	366	682	853	578
ENSG00000064655	EYA2	1	3	1	2	3	1
ENSG00000064666	CNN2	957	812	567	560	832	548
ENSG00000064687	ABCA7	135	87	58	93	131	85
ENSG00000064692	SNCAIP	3	2	0	7	4	6
ENSG00000064703	DDX20	2852	1753	1101	1698	2109	1351
ENSG00000064726	BTBD1	7957	4978	3093	5104	6478	4075
ENSG00000064763	FAR2	2053	1233	844	1298	1600	987
ENSG00000064787	BCAS1	6	3	5	0	3	5
ENSG00000064835	POU1F1	1	1	1	1	1	3
ENSG00000064886	CHI3L2	0	1	3	11	8	3
ENSG00000064932	SBNO2	521	266	166	286	398	258
ENSG00000064933	PMS1	2251	1487	928	1365	1787	1016
ENSG00000064961	HMG20B	3899	2529	1523	2658	3434	2747
ENSG00000064989	CALCRL	32	14	13	27	40	32
ENSG00000064995	TAF11	2338	1512	913	1371	1834	1379
ENSG00000064999	ANKS1A	2804	1860	1000	1599	2067	1269
ENSG00000065000	AP3D1	4924	2990	1930	2945	3711	2386
ENSG00000065029	ZNF76	505	355	190	340	393	285
ENSG00000065054	SLC9A3R2	721	465	274	443	520	410
ENSG00000065057	NTHL1	304	195	115	205	266	195
ENSG00000065060	UHRF1BP1	2887	2011	1116	1549	2118	1197
ENSG00000065135	GNAI3	12470	8260	4821	7932	10147	5792
ENSG00000065150	IPO5	32152	20698	12350	18779	23935	15026
ENSG00000065154	OAT	8662	5568	3370	4945	6310	4382
ENSG00000065183	WDR3	12356	7540	4470	7110	8738	5915
ENSG00000065243	PKN2	5987	4045	2294	3828	4795	3038
ENSG00000065268	WDR18	232	154	77	127	167	113
ENSG00000065308	TRAM2	3059	2101	1173	1785	2454	1409
ENSG00000065320	NTN1	0	2	0	2	1	0
ENSG00000065325	GLP2R	1	2	1	2	1	3
ENSG00000065328	MCM10	3055	2031	1201	1831	2254	1670
ENSG00000065357	DGKA	1072	725	405	546	724	493
ENSG00000065361	ERBB3	18757	11697	6777	10748	14469	8837
ENSG00000065371	ROPN1	537	334	215	289	386	236
ENSG00000065413	ANKRD44	2125	1241	730	1344	1631	1025
ENSG00000065427	KARS	10447	6465	3816	5885	7691	5396
ENSG00000065457	ADAT1	1833	1096	629	1252	1581	1064
ENSG00000065485	PDIA5	832	451	280	391	491	331
ENSG00000065491	TBC1D22B	457	285	161	248	337	203
ENSG00000065518	NDUFB4	724	542	317	429	558	478
ENSG00000065526	SPEN	6106	4175	2267	3438	3989	2494
ENSG00000065534	MYLK	1973	1299	702	1725	2161	1385
ENSG00000065548	ZC3H15	10496	6864	4397	6597	7784	5683
ENSG00000065559	MAP2K4	3316	2004	1271	2011	2532	1487
ENSG00000065600	TMEM206	774	482	271	470	556	408
ENSG00000065609	SNAP91	7	9	2	3	3	15
ENSG00000065613	SLK	13411	9046	5413	8504	10900	7390
ENSG00000065615	CYB5R4	1157	740	396	788	961	582
ENSG00000065618	COL17A1	3	4	6	3	4	2
ENSG00000065621	GSTO2	119	84	56	80	75	60
ENSG00000065665	SEC61A2	368	265	114	203	211	153
ENSG00000065675	PRKCQ	6	4	1	3	1	5
ENSG00000065717	TLE2	69	42	22	15	37	27
ENSG00000065802	ASB1	966	561	353	658	792	546
ENSG00000065809	FAM107B	2499	1588	1085	927	1223	822
ENSG00000065833	ME1	4968	3174	1816	2605	3217	1677
