id	sym	NKX2_positive_1	NKX2_positive_2	NKX2_positive_3	NKX2_negative_1	NKX2_negative_2	NKX2_negative_3
ENSMUSG00000002320	Tm9sf1	1030.47	695.34	896.64	1048.63	1049.7	177
ENSMUSG00000002324	Rec8	49	32	48	6	26	1
ENSMUSG00000002325	Irf9	646.7	480.25	484.51	494.9	433.63	96.09
ENSMUSG00000002326	Gmpr2	207	124	190	129	136	19
ENSMUSG00000002329	Mdp1	408.16	372.32	472.07	518.4	572.71	99.04
ENSMUSG00000002332	Dhrs1	693	454	502	418	432.49	67
ENSMUSG00000002341	Ncan	2.66	3.83	1.84	1.67	1.53	0
ENSMUSG00000002342	Tmem161a	445	242	291	359	424	66
ENSMUSG00000002343	Armc6	86	37	62	55	67	13
ENSMUSG00000002345	Borcs8	269	277.86	331.68	276	281.9	44
ENSMUSG00000002346	Slc25a42	60.78	108.72	81.76	104.26	102.61	36.83
ENSMUSG00000002365	Snx9	1204	570	572	1038.98	1136	220
ENSMUSG00000002372	Ranbp3	1043.66	457	552.07	692.39	682.29	139
ENSMUSG00000002379	Ndufa11	629.1	589.54	656	538.12	621.64	90.79
ENSMUSG00000002384	Bmp8b	3	1.01	3.07	56.07	52.76	15.84
ENSMUSG00000002393	Nr2f6	903.02	511.39	541	981	1097.14	137.98
ENSMUSG00000002395	Use1	1230	1373	1273	1337.59	1336.51	221.97
ENSMUSG00000002396	Ocel1	256	164	161	266	213	45
ENSMUSG00000002409	Dyrk1b	253	142	122	147	123	27
ENSMUSG00000002413	Braf	1887.13	1766.9	1751.37	821.11	804.38	179.36
ENSMUSG00000002416	Ndufb2	597.91	639.63	724.11	522.68	564.55	117.85
ENSMUSG00000002428	Hltf	925.48	905.17	1223.22	808.63	720.53	177.82
ENSMUSG00000002455	Prpf6	1310	901	846	1224.11	1140	214
ENSMUSG00000002458	Rgs19	383	115	144	103	77	23
ENSMUSG00000002459	Rgs20	0	3.23	9.4	2.1	0	0
ENSMUSG00000002475	Abhd3	168	55	37	280	448	65
ENSMUSG00000002477	Snrpd1	579	297	522	380.13	391	87
ENSMUSG00000002486	Tchp	135.88	76.95	87.15	93.23	122.12	23.83
ENSMUSG00000002489	Tiam1	140	17	30	63	32	9
ENSMUSG00000002496	Tsc2	1480.75	994.79	882	662	539	123
ENSMUSG00000002500	Rpl3l	29	4	6	1	0	0
ENSMUSG00000002504	Slc9a3r2	2375	1429	1706	574.09	470	101
ENSMUSG00000002524	Puf60	2027.11	1019	1237	1445	1431	245.15
ENSMUSG00000002546	Golga2	1533.78	863.96	878.36	1452.81	1490.09	253.01
ENSMUSG00000002550	Uck1	557.48	279.05	390	429	360	65.88
ENSMUSG00000002565	Scin	15.73	1.16	13.4	46.13	96.12	9
ENSMUSG00000002578	Ikzf4	17.11	11.12	13.19	13.34	5.09	3
ENSMUSG00000002580	Mien1	556	383	775	561.87	609	91
ENSMUSG00000002588	Pon1	33	51	23	15	16	4
ENSMUSG00000002602	Axl	5176.99	200	131	478	120	43
ENSMUSG00000002603	Tgfb1	541	82	112	105	88	12
ENSMUSG00000002608	Ccdc97	271.01	91	115	183	182.16	34
ENSMUSG00000002617	Zfp40	172.61	290.91	225	48	53.01	23.33
ENSMUSG00000002625	Akap8l	1059	769	684	607.99	585.99	108
ENSMUSG00000002633	Shh	105	132	132.02	1027	1668.71	585
ENSMUSG00000002635	Pdcd2l	206	166	179	185.09	183	28
ENSMUSG00000002658	Gtf2f1	911.99	522.55	576.47	1076	916	185
ENSMUSG00000002660	Clpp	323	255	252	301.01	298	69
ENSMUSG00000002661	Alkbh7	125	90	152	103	126.04	24
ENSMUSG00000002664	Pspn	1	1	0	1	0	0
ENSMUSG00000002668	Dennd1c	70.26	2	6	7.86	1	2
ENSMUSG00000002679	Med6	319	266	369	304	298.81	60
ENSMUSG00000002688	Prkd1	198.93	120	114	23	15	9
ENSMUSG00000002699	Lcp2	692.02	30.09	19.03	59.03	4.84	12.71
ENSMUSG00000002718	Cse1l	1277.86	1149.72	1511.67	932.44	791.15	183
ENSMUSG00000002728	Naa20	671.31	469.94	566.56	440.84	429.43	73.29
ENSMUSG00000002731	Prkra	455	358	524.02	434.02	555	117
ENSMUSG00000002732	Fkbp7	99	58	107.98	23	19	2
ENSMUSG00000002733	Plekha3	693.44	474.56	570.75	690.9	689.31	137.13
ENSMUSG00000002741	Ykt6	1316	695	956	1147	1178.98	189
ENSMUSG00000002748	Baz1b	2512.68	2136.89	2510.69	2189.39	1873.11	433.45
ENSMUSG00000002763	Pex6	631.99	306	314	633.48	764.07	123
ENSMUSG00000002767	Mrpl2	446	313	367	417	551	80
ENSMUSG00000002768	Mea1	675	536.97	646	978	1057	198.16
ENSMUSG00000002769	Gnmt	96	151	141	6	17	3
ENSMUSG00000002771	Grin2d	13	10	4	13	10	0
ENSMUSG00000002778	Kdelr1	1058.98	872	1053.19	1214	1436.77	267.48
ENSMUSG00000002781	Tmem143	171	93	64	157.01	160	27
ENSMUSG00000002791	Pdxk-ps	2	1.74	2.14	4.28	4	0.14
ENSMUSG00000002797	Ggct	212.02	270.13	251.25	103.05	83.03	28
ENSMUSG00000002799	Jag2	274	131	85	327.3	387	44.82
ENSMUSG00000002803	Btbd6	230	170	172	250	330	63
ENSMUSG00000002804	Nudt14	221	252	243	227	246	36
ENSMUSG00000002808	Epdr1	211	430	467	86	41	22
ENSMUSG00000002812	Flii	3232.14	1274.45	1244	3122	3102	511
ENSMUSG00000002814	Top3a	366	191.08	158	208	234	44
ENSMUSG00000002820	Atg4d	408.93	248	264	434.14	484.45	72.99
ENSMUSG00000002825	Qtrt1	100	78	78	236	267	52
ENSMUSG00000002831	Plin4	56	15	10	30	29	5
ENSMUSG00000002833	Hdgfrp2	662.67	323	329.94	458	444	97
ENSMUSG00000002835	Chaf1a	176	25	79	87	65	8.04
ENSMUSG00000002844	Adprh	317	87	89	254	278	38
ENSMUSG00000002845	Tmem39a	464	494.89	553	354	267	40
ENSMUSG00000002846	Timmdc1	313.43	181.83	270.95	251.09	246.63	48.34
ENSMUSG00000002847	Pla1a	25	8	4	29	50	9
ENSMUSG00000002870	Mcm2	512.74	127.34	275.12	334.11	343	57.36
ENSMUSG00000002871	Tpra1	444	279.01	250	361	401	79
ENSMUSG00000002881	Nab1	2186.69	1591.12	1600.93	986.01	834.73	175.29
ENSMUSG00000002885	Adgre5	1487	227	314	2555.65	2178	380
ENSMUSG00000002897	Il17ra	1018.05	221.33	240.62	336.07	267.09	48.36
ENSMUSG00000002900	Lamb1	1031.84	94.99	276.27	259.47	149.53	45.65
ENSMUSG00000002908	Kcnn1	5.03	2.01	5.03	4.14	11.3	1.05
ENSMUSG00000002910	Arrdc2	176	109.56	80	218	294.87	48
ENSMUSG00000002930	Ppp1r17	0	0	0	0	0	0
ENSMUSG00000002944	Cd36	26047.8	31227.5	45698.78	5310.34	3543.29	1313.22
ENSMUSG00000002948	Map2k7	648.94	377.08	419.87	572.09	489.41	123.01
ENSMUSG00000002949	Timm44	573	413	424	496	502	98
ENSMUSG00000002957	Ap2a2	2036.65	877.31	999.59	1512.82	1340.36	239.63
ENSMUSG00000002963	Pnkp	476	240	277	355	371.51	64
ENSMUSG00000002968	Med25	495.93	191.64	160.46	586.59	594.07	94.79
ENSMUSG00000002980	Bcam	14336.92	8157.76	9297.92	3526.82	3170	627
ENSMUSG00000002981	Clptm1	2332.2	1603.21	1639	2082.05	2368.54	395.03
ENSMUSG00000002983	Relb	648.2	247.63	282.45	450.45	514.45	55.99
ENSMUSG00000002984	Tomm40	538.81	240.03	358.88	560.32	528.32	73.08
ENSMUSG00000002985	Apoe	1592	339.97	175	1835.03	485	114
ENSMUSG00000002992	Apoc2	17	1	7	82	126	11
ENSMUSG00000002996	Hbp1	3289.87	3469.4	3616.29	2557.72	2371.95	444.11
ENSMUSG00000002997	Prkar2b	1132.88	57	44	268.16	301	76
ENSMUSG00000003031	Cdkn1b	1284.22	1117.98	1061.66	745	754.25	186.52
ENSMUSG00000003032	Klf4	4619.52	1611.58	1634.36	6005.29	6060.8	1236.06
ENSMUSG00000003033	Ap1m1	371	162	181	128	167.89	39
ENSMUSG00000003037	Rab8a	1515.56	1002.79	1188.37	1607.54	1826.32	292.46
ENSMUSG00000003038	Hmgn2	1122.51	386.98	744.26	435.45	804.6	87.26
ENSMUSG00000003039	Fam32a	1462.33	1156.94	1358.01	1517.05	1870.8	284.99
ENSMUSG00000003051	Elf3	1442.46	1097	652.93	10934.47	13656.19	1953.42
ENSMUSG00000003053	Cyp2c29	0	0	0	0	0	0
ENSMUSG00000003062	Stard3nl	817	1082.02	1302	501	569	101
ENSMUSG00000003068	Stk11	1484.81	625	639	897.58	1019	168
ENSMUSG00000003070	Efna2	21	7.07	10	10	8	1
ENSMUSG00000003072	Atp5d	1717.99	1130.99	1276.04	1897.88	2127.99	331.8
ENSMUSG00000003099	Ppp5c	1166	822	760	1133	1214	215
ENSMUSG00000003119	Cdk12	1889.07	1483.96	1374.19	1399.27	1223.34	312.95
ENSMUSG00000003123	Lipe	586	307.22	273	174	132	29
ENSMUSG00000003131	Pafah1b2	2116.05	1665.31	1942.54	1303.09	1305.36	252
ENSMUSG00000003134	Tbc1d8	1492	971.95	887	521.05	449.82	77
ENSMUSG00000003135	Cnot11	452.85	204	228	323	321.99	67
ENSMUSG00000003153	Slc2a3	136.06	89.1	120.05	12	6.4	9.09
ENSMUSG00000003154	Foxj2	455	175	190	325.1	306.02	71
ENSMUSG00000003161	Sri	2004	1204.47	1472.01	6393.44	7391.94	1060.66
ENSMUSG00000003166	Dgcr2	1594.44	882.05	1081.25	1435.7	1371.67	264.88
ENSMUSG00000003184	Irf3	801.2	565.99	693.98	722	761	139
ENSMUSG00000003190	Bcl2l12	140	82	85.92	67	70.04	20
ENSMUSG00000003198	Zfp959	185.63	220.61	237.76	134.64	116.17	38.66
ENSMUSG00000003199	Mpnd	779	422	596	522	590	91
ENSMUSG00000003200	Sh3gl1	616	236	321	469	488	76
ENSMUSG00000003206	Ebi3	19	6	6	4	6	0
ENSMUSG00000003208	Ccdc94	126	92.13	89	84	74	19.25
ENSMUSG00000003226	Ranbp2	8396.15	8201.89	9160.84	7938	7175.02	1406.96
ENSMUSG00000003227	Edar	64	42	27	8	7	2
ENSMUSG00000003228	Grk5	271.01	240.06	230.06	241	197	16
ENSMUSG00000003233	Dvl3	239.85	154.66	125.67	146.3	158.76	28.27
ENSMUSG00000003234	Abcf3	886	659	646.35	766	768.46	113
ENSMUSG00000003235	Eif2b5	1251.75	866.2	937.93	919	931.24	157
ENSMUSG00000003269	Cyth2	1259.98	676	775	1020.44	996	192
ENSMUSG00000003271	Sult2b1	122	84	117	90	112	19
ENSMUSG00000003273	Car11	3	6	1	5	12	3
ENSMUSG00000003279	Dlgap1	2.76	3.58	3.19	517.26	750.16	58.21
ENSMUSG00000003282	Plag1	22	7.24	2	9.84	8.34	5.73
ENSMUSG00000003283	Hck	982	179	131	186	151	43
ENSMUSG00000003299	Mrpl4	555	376	381	306	353.01	62
ENSMUSG00000003308	Keap1	971	516.86	561.94	658.02	634.13	108
ENSMUSG00000003309	Ap1m2	993	929	1050	1367	1491	226
ENSMUSG00000003316	Glg1	3204.23	1928.21	1782.89	2845.35	2889.38	543.67
ENSMUSG00000003341	Atp8b3	9	0	3	1	3	0
ENSMUSG00000003344	Btbd2	525	210	286.06	388	412	67
ENSMUSG00000003345	Csnk1g2	1461.14	728	756	1226	1518.02	241
ENSMUSG00000003346	Abhd17a	625	386	364	596	610	91
ENSMUSG00000003348	Mob3a	611.15	268.89	325.84	463.9	385	60.6
ENSMUSG00000003352	Cacnb3	359	131	128	364	366.51	71
ENSMUSG00000003354	Ccdc65	42	13	22	0	5	0
ENSMUSG00000003355	Fkbp11	143	232	258	46	38	9
ENSMUSG00000003360	Ddx23	1285.01	668.76	764.02	938.01	893.08	166.02
ENSMUSG00000003363	Pld3	3618.19	592	606	1037	898	180
ENSMUSG00000003378	Grik5	243	97	81	39	37	7
ENSMUSG00000003379	Cd79a	36	8	12	4	5	0
ENSMUSG00000003380	Rabac1	1549	1878.06	1611.01	819	997	149
ENSMUSG00000003382	Etv3	1320.06	775.34	771.45	2916.87	2819.45	449
ENSMUSG00000003402	Prkcsh	1444.01	603.79	766	1415.5	1492	222.88
ENSMUSG00000003410	Elavl3	2	2	3.44	1.89	6.01	2.23
ENSMUSG00000003411	Rab3b	85	18	13.95	42	4	21
ENSMUSG00000003418	St8sia6	1746.09	690.02	1085.11	883.97	1548	193
ENSMUSG00000003420	Fcgrt	1096	271.32	206	613	720	74.78
ENSMUSG00000003421	Nosip	409.26	267.5	286.29	304	386.89	100.05
ENSMUSG00000003423	Pih1d1	388.04	277	359.02	272	289.01	55
ENSMUSG00000003429	Rps11	6821.49	4738.77	6043.03	8272.04	8454.3	1351.28
ENSMUSG00000003435	Supt5	1690.99	816	858	1473.91	1401.24	239.27
ENSMUSG00000003436	Dll3	2.01	7.72	14.84	13.85	2.56	1.01
ENSMUSG00000003437	Paf1	887.88	509.38	577.4	751.28	738.22	170.44
ENSMUSG00000003438	Timm50	464	241	329	391	402	56
ENSMUSG00000003444	Med29	193	178	179	114	160	23
ENSMUSG00000003452	Bicd1	347.17	329.23	377.55	933.18	898.05	343.13
ENSMUSG00000003458	Ncstn	1746.46	1061.26	1030.8	1859.93	2046.97	386.72
ENSMUSG00000003464	Pex19	888.05	554.97	607.32	755.72	784.98	119.16
ENSMUSG00000003469	Phyhip	38	13	6	16	15	3
ENSMUSG00000003476	Crhr2	0	0	0	0	0	0
ENSMUSG00000003477	Inmt	279	97	95	10	7	2
ENSMUSG00000003484	Cyp4f18	192.38	4	7.13	40.11	1.08	3
ENSMUSG00000003500	Impdh1	365	73	103	176	135.12	23
ENSMUSG00000003505	Psg18	0	0	0	0	0	2.25
ENSMUSG00000003518	Dusp3	1718.83	865.64	804.91	456.48	314.86	55.54
ENSMUSG00000003526	Prodh	273	225.78	188.37	83	69	15
ENSMUSG00000003527	Dgcr14	295.92	190	145.04	219	223.85	55.97
ENSMUSG00000003528	Slc25a1	1191	841.01	935	1296.02	1440.97	260
ENSMUSG00000003531	Dgcr6	223.48	171	159.22	113.31	105	12
ENSMUSG00000003534	Ddr1	1106.99	247	295	1052	1356	217
ENSMUSG00000003541	Ier3	2650	1251.01	1456.52	3510	3655	462
ENSMUSG00000003545	Fosb	20827.62	7331.75	6418.01	12631.14	11836.75	2309.01
ENSMUSG00000003546	Klc4	744	340.01	457	1240.58	1391	274
ENSMUSG00000003549	Ercc1	210.65	178.05	183.04	204.92	206.35	27.28
ENSMUSG00000003555	Cyp17a1	0	0	0	0	1	1
ENSMUSG00000003559	As3mt	327	326	382	468.98	544	86
ENSMUSG00000003573	Homer3	208	89	123.2	85	94	11
ENSMUSG00000003575	Crtc1	105.94	69.86	86.85	70.83	69.6	19
ENSMUSG00000003581	Rnf215	607	417.68	442	268	293	51
ENSMUSG00000003585	Sec14l2	425	347	296	123	109	19
ENSMUSG00000003604	Aven	261.3	138.33	182.69	230.26	253.82	46.24
ENSMUSG00000003617	Cp	1960.56	3236.34	2328.07	3266.09	2256.01	405.16
ENSMUSG00000003623	Crot	1016.73	1070.49	991.21	1974.51	1739.15	366.5
ENSMUSG00000003644	Rps6ka1	1684	639	626	2520.93	3342.7	440
ENSMUSG00000003657	Calb2	0	0	0	0	0	0
ENSMUSG00000003660	Snrnp200	3377.78	1999.12	1908.07	2220.63	1817.4	423.7
ENSMUSG00000003662	Ciao1	687.51	548.45	595.55	581.27	683.02	133.09
ENSMUSG00000003665	Has1	10	1	7	6	3	1
ENSMUSG00000003680	Taf6l	514.03	409.95	418.93	417.93	435.45	75
ENSMUSG00000003721	Insig2	601.01	713	603	510	583	97
ENSMUSG00000003731	Kpna6	1218.29	713.42	837.16	876.73	923.4	191.89
ENSMUSG00000003746	Man1a	3322	3344	2765.84	2271	2297.57	628
ENSMUSG00000003752	Itpkc	641	295.69	274	2855.99	2836.53	392
ENSMUSG00000003762	Adck4	532.96	307.21	320.95	381.59	412	57.89
ENSMUSG00000003778	Brd8	1261.43	1085.04	1166.95	990.18	992.6	204.73
ENSMUSG00000003779	Kif20a	216	39	162	154	131	25
ENSMUSG00000003808	Farsa	555.84	251.65	303.14	432.16	459.13	81.43
ENSMUSG00000003809	Gcdh	440.04	395	464	350	333	71
ENSMUSG00000003810	Mast2	925.06	436.13	419.99	1061.09	1056	196
ENSMUSG00000003812	Dnase2a	939.23	520.67	512.42	170.1	154.49	29.46
ENSMUSG00000003813	Rad23a	807.99	519.88	630	606	626	121
ENSMUSG00000003814	Calr	12168.67	5512.57	8356.3	13735.15	13722.8	2202.83
ENSMUSG00000003824	Syce2	84	40	79	40	50	12
ENSMUSG00000003847	Nfat5	1778.12	1782.64	1556.49	1792.54	1504.96	299.61
ENSMUSG00000003848	Nob1	168.89	130.44	150.74	205.95	188.11	24
ENSMUSG00000003849	Nqo1	32	24	29	744.46	968.02	60
ENSMUSG00000003863	Ppfia3	27	8.19	10	28	22.01	0
ENSMUSG00000003865	Gys1	812.52	548.27	490.15	409.28	393.19	67
ENSMUSG00000003868	Ruvbl2	540	236	291	421.01	428	81.81
ENSMUSG00000003872	Lin7b	8	2	3	2	1	1
ENSMUSG00000003873	Bax	564.06	301.93	314	478	561.21	72
ENSMUSG00000003882	Il7r	260	54.03	30.01	32.01	9.32	15
ENSMUSG00000003923	Tfam	609.02	476.46	626.39	508.76	567.46	102
ENSMUSG00000003929	Zfp81	246.52	298.38	336.06	175.62	206.26	52.27
ENSMUSG00000003934	Efnb3	8	5	5	7	2	0
ENSMUSG00000003948	Mmd	481	370	302	104	81	31
ENSMUSG00000003949	Hlf	12	2	6	8	0	3
ENSMUSG00000003955	Fam162a	489	498	564	336	395	57
ENSMUSG00000003970	Rpl8	11192.94	7648	8688.68	12086	11880.97	2058
ENSMUSG00000003974	Grm3	0	0	0	0	0	0
ENSMUSG00000003992	Ssbp2	517.69	909.26	777.45	399.67	328.57	374.06
ENSMUSG00000004018	Fancl	142	115	207.02	164	158	27
ENSMUSG00000004031	Brinp2	0	0	0.82	3.25	1.78	1
ENSMUSG00000004032	Gstm5	69	69	23	111	106	21
ENSMUSG00000004035	Gstm7	10	23.93	1	25.24	35.11	10.05
ENSMUSG00000004038	Gstm3	4.28	1.55	0	20.36	26.09	4.25
ENSMUSG00000004040	Stat3	6049.62	3999.11	3626.79	3182.63	2651.46	517.5
ENSMUSG00000004043	Stat5a	378.19	104.74	148.2	173.04	181.78	35.52
ENSMUSG00000004044	Ptrf	3009.93	885	1130.18	2586.27	2331	452
ENSMUSG00000004054	Map3k11	830	266	273	693	695.7	110
ENSMUSG00000004056	Akt2	2309	1579.03	1660.98	818.99	811.8	169
ENSMUSG00000004069	Dnaja3	1075.13	734.61	830.21	1031.61	1029.83	188
ENSMUSG00000004070	Hmox2	1296	1092.71	1226	631	637	120
ENSMUSG00000004071	Cdip1	821.78	661.01	585.06	438.09	426.61	76.97
ENSMUSG00000004085	Zak	1596.03	933.55	1189.86	487.01	396.85	104.26
ENSMUSG00000004096	Cwc15	1268	1055	1136	1001.13	1139.04	233
ENSMUSG00000004098	Col5a3	36	2	0	2	2	1
ENSMUSG00000004099	Dnmt1	1790	544	747	1084.04	1081.03	165
ENSMUSG00000004100	Ppan	227.96	83	106	176	147	32
ENSMUSG00000004105	Angptl2	69	23	19	13	5	1
ENSMUSG00000004110	Cacna1e	27.08	38.09	25.71	19.93	19.91	13.6
ENSMUSG00000004113	Cacna1b	6	1.86	2	107.22	122.56	24.15
ENSMUSG00000004127	Trmt10a	118.67	96.39	147.56	93.19	125.84	30.94
ENSMUSG00000004151	Etv1	70	104	179	360	338.13	87
ENSMUSG00000004187	Kifc2	94	50	51	95	92.88	17
ENSMUSG00000004207	Psap	34985.38	2124.03	1662	10756.48	7345.47	1436
ENSMUSG00000004231	Pax2	0	0	0	0	0	3
ENSMUSG00000004233	Wars2	309.47	240.05	273.52	410.5	366.91	52.27
ENSMUSG00000004263	Atn1	286	131.72	80	142	133.08	27.07
ENSMUSG00000004264	Phb2	1823.02	1065.52	1222.38	1750.11	1736.97	318.94
ENSMUSG00000004266	Ptpn6	1523	246	312	358	335	69
ENSMUSG00000004267	Eno2	21.24	6	1	6.01	11.13	1.19
ENSMUSG00000004268	Emg1	656.16	534.14	658.4	593.93	694.57	114.39
ENSMUSG00000004270	Lpcat3	1440.03	924.36	984	830	850	158
ENSMUSG00000004285	Atp6v1f	1157	802	876	959	1042.89	123
ENSMUSG00000004296	Il12b	37	8.73	3.04	7.67	1.04	1
ENSMUSG00000004319	Clcn3	2155.84	2086.84	2379.73	3168.89	3092.43	588.7
ENSMUSG00000004328	Hif3a	36.67	68.93	14.51	134.02	174.07	14.85
ENSMUSG00000004341	Gpx6	0	0	0	0	0	0
ENSMUSG00000004344	Gpx5	0	0	0	0	0	1
ENSMUSG00000004347	Pde1c	89.76	189.4	128.78	108.09	79.61	27.99
ENSMUSG00000004356	Utp20	1029.33	740	812.05	575	453	133
ENSMUSG00000004359	Spic	376.56	191.2	161.12	173.2	120.37	117.19
ENSMUSG00000004360	9330159F19Rik	12.83	4.01	0.22	10.82	18.1	4.99
ENSMUSG00000004364	Cul3	3669.69	2432.64	2717.03	3174.78	2913.84	652
ENSMUSG00000004366	Sst	4	0	0	0	0	0
ENSMUSG00000004371	Il11	8	4	4.89	2.96	3.82	0
ENSMUSG00000004383	Large	1049.26	480.42	413.23	469.94	549.44	108.7
ENSMUSG00000004393	Ddx56	570	309	352	471.99	514	87
ENSMUSG00000004394	Tmed4	1199	1055	1126	1032.84	1250	189
ENSMUSG00000004415	Col26a1	16.08	25.92	19.63	47.3	45.31	10.2
ENSMUSG00000004446	Bid	122	67	85	204	172	30.75
ENSMUSG00000004451	Ralb	1394.69	611.72	841.86	1322.64	1524.97	183.7
ENSMUSG00000004455	Ppp1cc	2752.13	1937.73	1994.8	1675.97	1775.46	313.98
ENSMUSG00000004460	Dnajb11	2014.43	1285.11	1709.44	1445.77	1553.56	242.83
ENSMUSG00000004462	Tbccd1	256	231	263	142.04	149	29
ENSMUSG00000004473	Clec11a	52	15.99	13	8	13	2
ENSMUSG00000004500	Zfp324	200	208	243.01	112.94	96.99	27
ENSMUSG00000004508	Gab2	817	232	204.36	223	186.03	45
ENSMUSG00000004530	Coro1c	2620.6	892.5	935.49	1773.1	1874.42	283
ENSMUSG00000004535	Tax1bp1	5343.05	4587.55	4897.95	8247.24	8228.71	1374.13
ENSMUSG00000004540	Psg17	2.99	0	0.4	1	3	1.01
ENSMUSG00000004542	Psg19	1	1.07	0	4	1.02	2.46
ENSMUSG00000004552	Ctse	942	225	81	24584.34	29009.4	3769.78
ENSMUSG00000004558	Ndrg2	92.84	37.83	22	112.86	134.83	33
ENSMUSG00000004561	Mettl17	204.91	170.65	174.88	160.2	138	42.18
ENSMUSG00000004562	Arhgef40	953.8	152.79	153.95	1276.6	1502.35	221.3
ENSMUSG00000004565	Pnpla6	1001.07	494	599.02	1127.99	1144.27	198
ENSMUSG00000004567	Mcoln1	347	156	155	268	254	57
ENSMUSG00000004568	Arhgef18	1371	687	676	1663.99	1674.35	290.45
ENSMUSG00000004591	Pkn2	2531.95	2250.11	2601.32	2570.57	2341.48	517.09
ENSMUSG00000004609	Cd33	378.88	33.83	16.46	33.2	5.05	8.08
ENSMUSG00000004610	Etfb	1228	1185	1302	1112.35	1107.97	205
ENSMUSG00000004612	Nkg7	6	1	2	3	0	0
ENSMUSG00000004626	Stxbp2	2127.81	1341.95	1486.73	1624.92	1730.86	339.7
ENSMUSG00000004630	Pcp2	0	0	0	1.01	0	3.14
ENSMUSG00000004631	Sgce	291	370.99	513.01	44	34.16	13
ENSMUSG00000004633	Chn2	56.99	11.39	26.82	1300.22	1262.19	178.33
ENSMUSG00000004637	Wwox	365.22	325.41	271.56	299.32	248.29	62.09
ENSMUSG00000004642	Slbp	1081.58	1001.67	1312.24	945.62	878.26	216.82
ENSMUSG00000004651	Tyr	12.43	12.35	16.01	29.14	28.81	3.94
ENSMUSG00000004654	Ghrhr	0	1	0	0	0	2
ENSMUSG00000004655	Aqp1	773	82	102	234	32	30
ENSMUSG00000004661	Arid3b	140	112	63	71	84	19
ENSMUSG00000004665	Cnn2	4696.89	2396	3102.13	748.01	730	170
ENSMUSG00000004667	Polr2e	839	691	704	634	627	116
ENSMUSG00000004668	Abca13	33.43	5.3	15	2	1	6.08
ENSMUSG00000004677	Myo9b	2199.03	625.65	649	1030.03	959	179.06
ENSMUSG00000004698	Hdac9	71	26	52	20	11	3
ENSMUSG00000004707	Ly9	243	10	10	15	0	4
ENSMUSG00000004709	Cd244	182	17.02	22.02	6.98	2	5
ENSMUSG00000004730	Adgre1	2396.68	163	81	145	5	22
ENSMUSG00000004748	Mtfp1	84	64	54.03	93	99.99	26.21
ENSMUSG00000004768	Rab23	112	81.62	123.94	65.42	49.4	24
ENSMUSG00000004771	Rab11a	2284.21	2067.8	2369.47	2509.61	2951.9	458.21
ENSMUSG00000004788	Eif2b2	425	196	208	340.88	376.01	66
ENSMUSG00000004789	Dlst	1894	951	1132	1720	1650.96	325
ENSMUSG00000004791	Pgf	37	7	4	10	2	1
ENSMUSG00000004798	Ulk2	969	723	739	564.19	480	103
ENSMUSG00000004814	Ccl24	1	3.99	2	1.09	1	0
ENSMUSG00000004815	Dgkq	358	263	220	309	331	62
ENSMUSG00000004821	Tmed11	0	0	0	0	0	0
ENSMUSG00000004837	Grap	111.45	35.02	46	11.9	5.93	2.93
ENSMUSG00000004842	Pou1f1	0	1.05	4.93	0	0	1.25
ENSMUSG00000004843	Chmp2b	1670.02	854.6	1177.02	2879.44	3106.97	553.67
ENSMUSG00000004846	Plod3	1931.06	649.32	779.56	644.8	565.58	114.68
ENSMUSG00000004849	Ap1s1	558	357	448	566	634	83
ENSMUSG00000004864	Mapk13	623	473.99	576.01	973	950	145
ENSMUSG00000004865	Srpk1	1591.6	1053.4	1237	1262.91	1308.38	267.9
ENSMUSG00000004872	Pax3	0.96	7.47	2.43	0.72	0	5.44
ENSMUSG00000004880	Lbr	1178.04	1020.54	1456.86	1238	1209	217
ENSMUSG00000004885	Crabp2	9	2	4	3	1	1
ENSMUSG00000004891	Nes	236	27	72	97	35	18
ENSMUSG00000004892	Bcan	20	8	5	6	6	5
ENSMUSG00000004894	Hapln2	1	1	0.99	0	0	1
ENSMUSG00000004895	Prcc	526.97	184	250	450	358	95
ENSMUSG00000004896	Rrnad1	165.98	167.99	171.05	131.04	151.34	28.31
ENSMUSG00000004897	Hdgf	3566.15	2146	2372.62	3248.11	3425	538
ENSMUSG00000004902	Slc25a18	31	9	13	0	0	2
ENSMUSG00000004929	Thop1	337	93	136	1317.05	1776.91	244
ENSMUSG00000004931	Apba3	462	255	285.04	281	260	32
ENSMUSG00000004933	Matk	15	6	4	32	43	13
ENSMUSG00000004934	Pias4	256.92	150.2	178.61	272.11	266.84	55.67
ENSMUSG00000004936	Map2k1	2494.74	1906.14	1792.06	1816.28	2229.71	340.51
ENSMUSG00000004937	Sgta	719.98	363.27	340.72	741.8	833.69	143.09
ENSMUSG00000004939	Nmrk2	5.17	6.2	5.55	4.48	16.27	1.7
ENSMUSG00000004945	Tmem242	604.19	615.25	754.26	625.06	638.67	105
ENSMUSG00000004947	Dtx2	290.82	182.09	176	213	167.66	38
ENSMUSG00000004948	Zp3	0	0	0	0	0	0
ENSMUSG00000004951	Hspb1	2296	2423	644	813	620	103
ENSMUSG00000004952	Rasa4	137.17	21.43	13.93	18.79	17.93	3.73
ENSMUSG00000004961	Syt5	71	7	27	10	3	3
ENSMUSG00000004980	Hnrnpa2b1	4418.98	6149.31	5411.84	4575.36	3824.54	823.6
