id	sym	T98G_KO1	T98G_KO2	T98G_KO3	T98G_WT1	T98G_WT2	T98G_WT3
ENSG00000034713	GABARAPL2	448	505	488	566	574	483
ENSG00000034971	MYOC	0	0	0	0	0	0
ENSG00000035115	SH3YL1	54	44	48	67	62	40
ENSG00000035141	FAM136A	641	566	521	533	570	564
ENSG00000035403	VCL	3350	3497	3074	4035	4207	4182
ENSG00000035499	DEPDC1B	325	398	319	373	334	313
ENSG00000035664	DAPK2	14	16	19	15	14	4
ENSG00000035681	NSMAF	544	538	516	463	550	474
ENSG00000035687	ADSS	642	708	614	612	589	607
ENSG00000035720	STAP1	0	0	0	0	0	0
ENSG00000035862	TIMP2	3491	3936	3518	3877	3854	3758
ENSG00000035928	RFC1	762	824	696	767	743	763
ENSG00000036054	TBC1D23	419	395	380	466	433	462
ENSG00000036257	CUL3	1064	1170	921	1104	1063	1098
ENSG00000036448	MYOM2	0	0	0	0	0	0
ENSG00000036473	OTC	0	0	0	0	0	1
ENSG00000036530	CYP46A1	0	0	0	3	6	3
ENSG00000036565	SLC18A1	0	0	0	0	0	0
ENSG00000036672	USP2	4	2	2	5	9	5
ENSG00000037042	TUBG2	72	66	65	108	116	114
ENSG00000037241	RPL26L1	440	392	425	471	456	408
ENSG00000037280	FLT4	1	1	0	0	0	0
ENSG00000037474	NSUN2	1650	1634	1452	1534	1611	1560
ENSG00000037637	FBXO42	278	326	312	281	287	291
ENSG00000037749	MFAP3	370	384	355	415	449	438
ENSG00000037757	MRI1	222	274	241	261	231	229
ENSG00000037897	METTL1	148	194	142	161	169	162
ENSG00000037965	HOXC8	33	36	34	55	34	50
ENSG00000038002	AGA	89	121	114	78	102	105
ENSG00000038210	PI4K2B	86	85	89	74	101	81
ENSG00000038219	BOD1L1	764	711	662	661	777	719
ENSG00000038274	MAT2B	1048	1129	1017	1096	1062	988
ENSG00000038295	TLL1	2	1	1	0	1	0
ENSG00000038358	EDC4	494	585	519	556	563	568
ENSG00000038382	TRIO	1872	2073	2010	2042	2254	2282
ENSG00000038427	VCAN	255	236	233	160	140	169
ENSG00000038532	CLEC16A	331	354	292	408	389	395
ENSG00000038945	MSR1	0	0	0	11	13	11
ENSG00000039068	CDH1	0	0	0	4	2	1
ENSG00000039139	DNAH5	116	115	81	79	102	100
ENSG00000039319	ZFYVE16	535	543	501	538	569	569
ENSG00000039537	C6	0	0	0	0	0	0
ENSG00000039560	RAI14	1440	1392	1304	1322	1366	1383
ENSG00000039600	SOX30	1	1	0	1	3	2
ENSG00000039650	PNKP	250	256	270	316	282	251
ENSG00000039987	BEST2	0	0	0	4	0	0
ENSG00000040199	PHLPP2	410	384	361	387	505	481
ENSG00000040275	SPDL1	1113	1086	1068	1272	1305	1306
ENSG00000040341	STAU2	295	318	282	309	321	361
ENSG00000040487	PQLC2	95	123	141	160	172	148
ENSG00000040531	CTNS	138	151	150	156	174	130
ENSG00000040608	RTN4R	37	45	47	82	88	77
ENSG00000040633	PHF23	540	570	482	582	568	556
ENSG00000040731	CDH10	2	1	3	8	3	2
ENSG00000040933	INPP4A	237	286	254	295	299	283
ENSG00000041353	RAB27B	71	69	46	61	59	57
ENSG00000041357	PSMA4	2207	2328	1990	2279	2391	2063
ENSG00000041515	MYO16	0	3	0	28	31	18
ENSG00000041802	LSG1	779	828	738	806	837	838
ENSG00000041880	PARP3	226	222	243	291	273	286
ENSG00000041982	TNC	536	537	460	1322	1480	1471
ENSG00000041988	THAP3	335	359	368	387	367	359
ENSG00000042088	TDP1	144	157	125	141	122	146
ENSG00000042286	AIFM2	354	380	340	353	342	336
ENSG00000042304	C2orf83	0	0	0	0	0	0
ENSG00000042317	SPATA7	30	37	25	30	38	23
ENSG00000042429	MED17	75	87	75	77	86	76
ENSG00000042445	RETSAT	213	254	255	275	284	255
ENSG00000042493	CAPG	1	3	6	5	8	3
ENSG00000042753	AP2S1	912	1039	1039	1151	1158	1010
ENSG00000042781	USH2A	0	1	1	2	0	5
ENSG00000042813	ZPBP	0	0	0	0	0	0
ENSG00000042832	TG	3	8	1	4	0	5
ENSG00000042980	ADAM28	1	2	2	0	0	2
ENSG00000043039	BARX2	0	0	0	0	0	0
ENSG00000043093	DCUN1D1	477	451	434	455	495	469
ENSG00000043143	JADE2	670	665	623	786	790	763
ENSG00000043355	ZIC2	212	233	225	191	185	207
ENSG00000043462	LCP2	0	0	0	0	1	0
ENSG00000043514	TRIT1	152	154	154	144	159	174
ENSG00000043591	ADRB1	3	1	1	4	3	1
ENSG00000044012	GUCA2B	0	0	0	0	0	0
ENSG00000044090	CUL7	213	272	256	297	290	320
ENSG00000044115	CTNNA1	3690	3938	3643	4223	4163	4047
ENSG00000044446	PHKA2	240	290	257	290	298	279
ENSG00000044459	CNTLN	203	207	173	202	234	233
ENSG00000044524	EPHA3	0	0	0	0	0	0
ENSG00000044574	HSPA5	5147	5864	5320	5595	5905	5191
ENSG00000046604	DSG2	0	0	0	0	0	0
ENSG00000046647	GEMIN8	32	50	43	37	50	30
ENSG00000046651	OFD1	140	167	134	136	131	112
ENSG00000046653	GPM6B	13	11	16	7	12	14
ENSG00000046774	MAGEC2	1	3	2	4	3	2
ENSG00000046889	PREX2	215	252	169	88	92	108
ENSG00000047056	WDR37	129	146	107	147	165	152
ENSG00000047188	YTHDC2	435	374	369	447	467	495
ENSG00000047230	CTPS2	70	70	70	62	64	73
ENSG00000047249	ATP6V1H	225	250	222	255	258	253
ENSG00000047315	POLR2B	1474	1486	1513	1489	1611	1510
ENSG00000047346	FAM214A	87	101	66	110	105	113
ENSG00000047365	ARAP2	0	0	0	5	1	0
ENSG00000047410	TPR	1666	1663	1512	1898	1892	1897
ENSG00000047457	CP	309	354	304	234	207	223
ENSG00000047578	KIAA0556	247	241	236	268	249	248
ENSG00000047579	DTNBP1	78	98	71	98	103	81
ENSG00000047597	XK	0	0	0	0	0	0
ENSG00000047617	ANO2	2	2	1	4	0	1
ENSG00000047621	C12orf4	324	311	276	342	344	341
ENSG00000047634	SCML1	770	778	739	717	721	817
ENSG00000047644	WWC3	301	315	292	305	353	323
ENSG00000047648	ARHGAP6	0	1	1	4	4	2
ENSG00000047662	FAM184B	59	55	45	65	72	73
ENSG00000047849	MAP4	2830	3015	2682	2691	3036	2858
ENSG00000047932	GOPC	508	537	432	461	501	494
ENSG00000047936	ROS1	1	3	1	9	11	8
ENSG00000048028	USP28	453	542	445	501	480	548
ENSG00000048052	HDAC9	83	84	68	82	90	89
ENSG00000048140	TSPAN17	634	799	695	777	879	746
ENSG00000048162	NOP16	675	754	753	660	683	677
ENSG00000048342	CC2D2A	93	100	83	107	113	112
ENSG00000048392	RRM2B	359	391	344	384	401	402
ENSG00000048405	ZNF800	192	207	191	189	202	229
ENSG00000048462	TNFRSF17	0	0	2	0	0	0
ENSG00000048471	SNX29	175	182	172	200	223	235
ENSG00000048540	LMO3	3	5	4	1	5	2
ENSG00000048544	MRPS10	761	794	702	794	696	807
ENSG00000048545	GUCA1A	0	0	0	0	0	0
ENSG00000048649	RSF1	600	660	570	636	690	729
ENSG00000048707	VPS13D	425	486	441	410	519	514
ENSG00000048740	CELF2	1	3	3	1	0	2
ENSG00000048828	FAM120A	2518	2663	2471	2517	2489	2587
ENSG00000048991	R3HDM1	935	919	826	784	874	891
ENSG00000049089	COL9A2	0	0	0	1	1	1
ENSG00000049130	KITLG	348	399	350	298	315	308
ENSG00000049167	ERCC8	189	212	208	186	184	189
ENSG00000049192	ADAMTS6	30	36	35	48	75	53
ENSG00000049239	H6PD	122	143	126	133	183	163
ENSG00000049245	VAMP3	1065	1198	1114	1154	1171	1200
ENSG00000049246	PER3	205	211	205	221	209	218
ENSG00000049247	UTS2	39	33	27	27	36	33
ENSG00000049249	TNFRSF9	40	32	42	34	56	32
ENSG00000049283	EPN3	4	6	0	3	2	2
ENSG00000049323	LTBP1	114	107	111	89	110	91
ENSG00000049449	RCN1	2019	2323	2042	2237	2237	1992
ENSG00000049540	ELN	0	0	1	0	0	0
ENSG00000049541	RFC2	500	502	491	547	585	530
ENSG00000049618	ARID1B	616	617	530	545	603	628
ENSG00000049656	CLPTM1L	102	197	135	137	368	88
ENSG00000049759	NEDD4L	412	380	434	497	613	631
ENSG00000049768	FOXP3	9	3	2	11	4	2
ENSG00000049769	PPP1R3F	35	30	25	36	33	37
ENSG00000049860	HEXB	1298	1361	1347	1471	1481	1401
ENSG00000049883	PTCD2	349	344	311	351	313	292
ENSG00000050130	JKAMP	503	503	456	491	496	538
ENSG00000050165	DKK3	1079	1152	1107	1652	1693	1546
ENSG00000050327	ARHGEF5	0	0	0	0	0	0
ENSG00000050344	NFE2L3	481	492	412	460	513	493
ENSG00000050393	MCUR1	518	481	430	482	490	500
ENSG00000050405	LIMA1	2819	2868	2465	3057	3300	3207
ENSG00000050426	LETMD1	316	355	306	393	391	318
ENSG00000050438	SLC4A8	38	40	49	78	87	86
ENSG00000050555	LAMC3	0	1	0	0	0	1
ENSG00000050628	PTGER3	0	0	0	0	1	0
ENSG00000050730	TNIP3	11	6	5	0	2	7
ENSG00000050748	MAPK9	739	800	716	853	861	855
ENSG00000050767	COL23A1	0	0	0	2	0	0
ENSG00000050820	BCAR1	1185	1364	1330	1378	1380	1382
ENSG00000051009	FAM160A2	201	276	233	251	268	234
ENSG00000051108	HERPUD1	434	505	440	425	432	433
ENSG00000051128	HOMER3	207	250	252	314	276	263
ENSG00000051180	RAD51	23	26	21	18	22	27
ENSG00000051341	POLQ	403	413	360	413	449	471
ENSG00000051382	PIK3CB	345	425	320	412	404	379
ENSG00000051523	CYBA	0	0	0	0	0	1
ENSG00000051596	THOC3	228	224	225	244	267	260
ENSG00000051620	HEBP2	194	183	183	242	201	203
ENSG00000051825	MPHOSPH9	367	365	339	420	433	394
ENSG00000052126	PLEKHA5	254	284	242	225	260	232
ENSG00000052344	PRSS8	0	1	0	0	0	0
ENSG00000052723	SIKE1	469	451	428	406	451	503
ENSG00000052749	RRP12	626	684	606	517	566	548
ENSG00000052795	FNIP2	153	147	135	166	167	161
ENSG00000052802	MSMO1	358	343	351	296	312	274
ENSG00000052841	TTC17	1125	1230	1110	1248	1394	1230
ENSG00000052850	ALX4	424	463	439	499	500	505
ENSG00000053108	FSTL4	6	2	5	2	5	3
ENSG00000053254	FOXN3	326	290	275	348	354	362
ENSG00000053328	METTL24	0	0	0	0	0	0
ENSG00000053371	AKR7A2	217	264	221	269	258	212
ENSG00000053372	MRTO4	675	750	719	681	678	646
ENSG00000053438	NNAT	16	28	22	20	24	16
ENSG00000053501	USE1	36	38	37	48	51	41
ENSG00000053524	MCF2L2	36	32	36	32	38	25
ENSG00000053702	NRIP2	16	12	13	16	11	16
ENSG00000053747	LAMA3	45	49	40	72	63	79
ENSG00000053770	AP5M1	233	224	181	224	217	213
ENSG00000053900	ANAPC4	227	220	231	231	245	223
ENSG00000053918	KCNQ1	0	2	0	0	0	0
ENSG00000054116	TRAPPC3	388	390	387	444	409	393
ENSG00000054118	THRAP3	1886	1950	1719	1702	1819	1783
ENSG00000054148	PHPT1	189	215	208	213	196	186
ENSG00000054179	ENTPD2	0	1	0	2	0	0
ENSG00000054219	LY75	0	0	0	0	0	0
ENSG00000054267	ARID4B	406	404	361	400	405	393
ENSG00000054277	OPN3	297	307	298	203	218	204
ENSG00000054282	SDCCAG8	0	10	5	3	19	5
ENSG00000054356	PTPRN	52	63	45	67	67	47
ENSG00000054392	HHAT	18	18	21	27	18	22
ENSG00000054523	KIF1B	612	689	601	683	752	726
ENSG00000054598	FOXC1	149	128	148	146	155	138
ENSG00000054611	TBC1D22A	382	465	408	385	455	415
ENSG00000054654	SYNE2	141	144	184	179	204	251
ENSG00000054690	PLEKHH1	14	30	16	32	32	33
ENSG00000054793	ATP9A	426	418	358	529	570	554
ENSG00000054796	SPO11	0	0	0	0	0	0
ENSG00000054803	CBLN4	0	0	0	0	0	0
ENSG00000054938	CHRDL2	0	1	0	0	0	1
ENSG00000054965	FAM168A	590	627	577	702	769	684
ENSG00000054967	RELT	211	228	267	282	270	227
ENSG00000054983	GALC	0	0	0	0	0	0
ENSG00000055044	NOP58	1082	1125	990	955	1012	925
ENSG00000055070	SZRD1	2270	2374	2431	2149	2250	2121
ENSG00000055118	KCNH2	0	1	1	1	3	2
ENSG00000055130	CUL1	893	925	819	817	919	888
ENSG00000055147	FAM114A2	205	196	215	244	229	207
ENSG00000055163	CYFIP2	10	5	5	14	21	13
ENSG00000055208	TAB2	1504	1521	1296	1452	1436	1375
ENSG00000055211	GINM1	258	290	284	320	309	275
ENSG00000055332	EIF2AK2	1454	1413	1271	1334	1517	1548
ENSG00000055483	USP36	642	685	670	625	636	648
ENSG00000055609	KMT2C	664	711	661	739	892	989
ENSG00000055732	MCOLN3	39	41	26	50	42	50
ENSG00000055813	CCDC85A	0	0	0	0	0	0
ENSG00000055917	PUM2	699	733	575	708	819	726
ENSG00000055950	MRPL43	356	423	384	445	440	431
ENSG00000055955	ITIH4	0	0	5	2	6	1
ENSG00000055957	ITIH1	0	0	0	0	0	0
ENSG00000056097	ZFR	1504	1537	1406	1448	1494	1540
ENSG00000056277	ZNF280C	134	90	91	90	99	99
ENSG00000056291	NPFFR2	0	0	0	0	0	0
ENSG00000056487	PHF21B	57	47	47	61	65	42
ENSG00000056558	TRAF1	29	36	23	33	43	34
ENSG00000056586	RC3H2	595	596	562	677	776	750
ENSG00000056736	IL17RB	14	14	11	13	19	20
ENSG00000056972	TRAF3IP2	107	95	126	103	90	119
ENSG00000056998	GYG2	8	8	7	18	17	9
ENSG00000057019	DCBLD2	2985	3096	2962	3133	3496	3462
ENSG00000057149	SERPINB3	0	0	0	0	0	0
ENSG00000057252	SOAT1	878	893	858	817	957	916
ENSG00000057294	PKP2	16	19	10	35	35	45
ENSG00000057468	MSH4	2	0	0	1	3	1
ENSG00000057593	F7	1	0	0	0	1	0
ENSG00000057608	GDI2	2799	2960	2568	2739	2835	2740
ENSG00000057657	PRDM1	62	68	61	68	72	81
ENSG00000057663	ATG5	309	337	291	369	362	325
ENSG00000057704	TMCC3	5	2	2	5	5	0
ENSG00000057757	PITHD1	188	222	217	191	236	221
ENSG00000057935	MTA3	249	305	247	317	296	307
ENSG00000058056	USP13	729	738	640	648	663	695
ENSG00000058063	ATP11B	481	487	420	479	513	595
ENSG00000058085	LAMC2	23	28	32	31	28	29
ENSG00000058091	CDK14	51	55	37	55	52	68
ENSG00000058262	SEC61A1	3111	3428	3236	3165	3364	3140
ENSG00000058272	PPP1R12A	620	677	594	736	783	812
ENSG00000058335	RASGRF1	4	12	8	19	9	11
ENSG00000058404	CAMK2B	1	1	1	0	0	2
ENSG00000058453	CROCC	60	53	56	91	66	64
ENSG00000058600	POLR3E	349	326	391	342	338	345
ENSG00000058668	ATP2B4	712	786	669	1007	1114	1053
ENSG00000058673	ZC3H11A	21	10	6	11	15	23
ENSG00000058729	RIOK2	443	465	425	444	445	430
ENSG00000058799	YIPF1	155	150	135	169	203	183
ENSG00000058804	NDC1	1505	1630	1495	1427	1527	1504
ENSG00000058866	DGKG	83	110	101	121	108	122
ENSG00000059122	FLYWCH1	375	468	393	514	495	489
ENSG00000059145	UNKL	420	440	489	441	459	417
ENSG00000059377	TBXAS1	112	141	139	100	104	112
ENSG00000059378	PARP12	223	201	183	197	204	210
ENSG00000059573	ALDH18A1	854	977	873	874	940	846
ENSG00000059588	TARBP1	354	354	334	404	370	340
ENSG00000059691	GATB	203	226	216	222	255	241
ENSG00000059728	MXD1	58	53	35	54	66	61
ENSG00000059758	CDK17	346	311	291	307	359	317
ENSG00000059769	DNAJC25	245	223	243	161	211	192
ENSG00000059804	SLC2A3	162	151	156	119	161	150
ENSG00000059915	PSD	10	7	9	10	8	3
ENSG00000060069	CTDP1	53	50	55	60	61	52
ENSG00000060138	YBX3	1751	1882	1733	1596	1600	1625
ENSG00000060140	STYK1	12	20	13	29	29	30
ENSG00000060237	WNK1	2458	2247	2176	2143	2539	2673
ENSG00000060303	RPS17P5	0	0	0	0	0	0
ENSG00000060339	CCAR1	1175	1166	1131	1170	1237	1212
ENSG00000060491	OGFR	541	626	602	617	642	584
ENSG00000060558	GNA15	2	2	1	0	0	0
ENSG00000060566	CREB3L3	0	0	0	0	1	2
ENSG00000060642	PIGV	73	103	81	87	98	110
ENSG00000060656	PTPRU	237	240	237	182	200	188
ENSG00000060688	SNRNP40	526	530	528	543	540	529
ENSG00000060709	RIMBP2	0	0	0	0	0	3
ENSG00000060718	COL11A1	0	0	0	0	0	0
ENSG00000060749	QSER1	1592	1538	1349	1244	1491	1628
ENSG00000060762	MPC1	183	228	215	181	155	152
ENSG00000060971	ACAA1	118	128	113	163	163	129
ENSG00000060982	BCAT1	1846	1736	1611	1537	1686	1777
ENSG00000061273	HDAC7	637	715	647	742	776	699
ENSG00000061337	LZTS1	166	182	181	219	244	249
ENSG00000061455	PRDM6	40	65	28	42	38	42
ENSG00000061492	WNT8A	0	0	0	0	0	0
ENSG00000061656	SPAG4	56	62	70	63	66	47
ENSG00000061676	NCKAP1	1299	1383	1220	1363	1490	1403
ENSG00000061794	MRPS35	839	788	740	766	745	754
ENSG00000061936	SFSWAP	510	580	503	495	464	527
ENSG00000061938	TNK2	270	269	269	354	373	344
ENSG00000061987	MON2	426	486	435	532	518	518
ENSG00000062038	CDH3	0	0	2	0	0	1
ENSG00000062096	ARSF	0	0	0	0	0	0
ENSG00000062194	GPBP1	906	941	819	905	1016	906
ENSG00000062282	DGAT2	30	36	41	68	63	55
ENSG00000062370	ZNF112	59	58	41	52	56	43
ENSG00000062485	CS	2854	2919	2731	2506	2694	2566
ENSG00000062524	LTK	46	39	34	71	62	55
ENSG00000062582	MRPS24	30	52	59	35	30	41
ENSG00000062598	ELMO2	627	714	654	747	754	712
ENSG00000062716	VMP1	2058	1978	1896	2025	1944	1931
ENSG00000062725	APPBP2	339	331	332	387	393	384
ENSG00000062822	POLD1	292	377	339	346	353	341
ENSG00000063015	SEZ6	0	0	0	2	1	0
ENSG00000063046	EIF4B	2875	3052	2787	2610	2855	2735
ENSG00000063127	SLC6A16	27	32	28	45	54	52
ENSG00000063176	SPHK2	181	212	200	183	179	166
ENSG00000063177	RPL18	3385	4136	3896	3768	3708	3436
ENSG00000063180	CA11	11	8	5	22	26	9
ENSG00000063241	ISOC2	569	594	550	488	540	525
ENSG00000063244	U2AF2	1748	2014	2019	1910	1966	1811
ENSG00000063245	EPN1	1518	1816	1706	1765	1687	1611
ENSG00000063322	MED29	534	579	529	559	560	578
ENSG00000063438	AHRR	808	859	867	901	831	854
ENSG00000063515	GSC2	0	0	0	0	0	0
ENSG00000063587	ZNF275	247	286	325	261	292	325
ENSG00000063601	MTMR1	334	371	362	442	402	349
ENSG00000063660	GPC1	1688	1827	1733	1605	1525	1530
ENSG00000063761	ADCK1	22	34	17	32	22	23
ENSG00000063854	HAGH	102	110	92	152	144	144
ENSG00000063978	RNF4	1138	1209	1152	1190	1115	1175
ENSG00000064012	CASP8	287	286	253	280	282	317
ENSG00000064042	LIMCH1	1872	1954	1693	1649	1850	1904
ENSG00000064115	TM7SF3	367	375	360	392	353	375
ENSG00000064195	DLX3	18	26	35	37	30	36
ENSG00000064199	SPA17	80	70	65	66	70	78
ENSG00000064201	TSPAN32	1	2	1	1	1	2
ENSG00000064205	WISP2	3	2	3	4	10	4
ENSG00000064218	DMRT3	0	0	0	0	0	0
ENSG00000064225	ST3GAL6	163	166	176	186	226	194
ENSG00000064270	ATP2C2	7	8	9	8	16	6
ENSG00000064300	NGFR	4	8	6	5	4	8
ENSG00000064309	CDON	343	338	315	356	341	362
ENSG00000064313	TAF2	590	649	579	566	596	548
ENSG00000064393	HIPK2	2259	2168	2081	1888	2239	2583
ENSG00000064419	TNPO3	628	672	606	617	731	683
ENSG00000064490	RFXANK	196	234	233	246	251	249
ENSG00000064545	TMEM161A	234	274	305	272	269	275
ENSG00000064547	LPAR2	35	28	27	48	44	37
ENSG00000064601	CTSA	2023	2292	2049	2229	2176	2129
ENSG00000064607	SUGP2	874	983	875	1055	1162	1015
ENSG00000064651	SLC12A2	457	498	467	538	542	492
ENSG00000064652	SNX24	198	176	198	239	253	257
ENSG00000064655	EYA2	95	137	113	98	135	96
ENSG00000064666	CNN2	2984	3183	3067	3335	3755	3417
ENSG00000064687	ABCA7	58	94	62	98	96	82
ENSG00000064692	SNCAIP	59	56	49	16	15	24
ENSG00000064703	DDX20	403	425	365	391	370	384
ENSG00000064726	BTBD1	858	979	841	928	901	854
ENSG00000064763	FAR2	110	99	100	107	125	125
ENSG00000064787	BCAS1	3	2	1	3	0	5
ENSG00000064835	POU1F1	0	0	0	0	0	0
ENSG00000064886	CHI3L2	1	2	2	1	1	0
ENSG00000064932	SBNO2	141	49	217	56	81	18
ENSG00000064933	PMS1	159	162	145	147	167	146
ENSG00000064961	HMG20B	424	514	504	569	512	465
ENSG00000064989	CALCRL	0	0	0	0	0	0
ENSG00000064995	TAF11	222	232	242	288	270	257
ENSG00000064999	ANKS1A	158	179	174	173	211	157
ENSG00000065000	AP3D1	1621	1740	1621	1690	1710	1727
ENSG00000065029	ZNF76	107	150	138	188	149	142
ENSG00000065054	SLC9A3R2	318	348	396	543	495	475
ENSG00000065057	NTHL1	85	124	121	135	89	107
ENSG00000065060	UHRF1BP1	335	344	312	332	353	346
ENSG00000065135	GNAI3	1445	1471	1294	1404	1555	1473
ENSG00000065150	IPO5	3313	3462	3119	3023	3125	3047
ENSG00000065154	OAT	1028	1108	1058	1126	1057	1062
ENSG00000065183	WDR3	988	1041	963	972	952	898
ENSG00000065243	PKN2	947	970	855	872	973	962
ENSG00000065268	WDR18	360	393	418	429	366	362
ENSG00000065308	TRAM2	4143	4223	3964	4834	5419	5388
ENSG00000065320	NTN1	2	7	8	8	13	14
ENSG00000065325	GLP2R	37	31	22	24	33	31
ENSG00000065328	MCM10	569	568	492	560	520	557
ENSG00000065357	DGKA	45	54	65	74	79	77
ENSG00000065361	ERBB3	1	1	0	6	1	7
ENSG00000065371	ROPN1	0	0	0	0	1	0
ENSG00000065413	ANKRD44	80	70	67	68	85	84
ENSG00000065427	KARS	2520	2813	2539	2351	2626	2348
ENSG00000065457	ADAT1	293	305	285	314	306	300
ENSG00000065485	PDIA5	36	41	50	37	64	56
ENSG00000065491	TBC1D22B	139	135	140	129	134	144
ENSG00000065518	NDUFB4	697	762	770	787	791	645
ENSG00000065526	SPEN	1040	1018	997	916	1200	1274
ENSG00000065534	MYLK	1615	1811	1633	1707	1828	1719
ENSG00000065548	ZC3H15	940	933	789	856	849	826
ENSG00000065559	MAP2K4	470	506	501	506	541	455
ENSG00000065600	TMEM206	76	77	57	94	94	94
ENSG00000065609	SNAP91	0	0	0	0	0	0
ENSG00000065613	SLK	524	565	519	591	607	595
ENSG00000065615	CYB5R4	231	215	177	230	196	212
ENSG00000065618	COL17A1	1	5	5	5	2	8
ENSG00000065621	GSTO2	3	4	2	6	0	6
ENSG00000065665	SEC61A2	352	365	370	367	431	378
ENSG00000065675	PRKCQ	9	3	3	5	2	1
ENSG00000065717	TLE2	27	41	24	72	56	54
ENSG00000065802	ASB1	310	357	366	410	431	423
ENSG00000065809	FAM107B	1169	1141	1082	1164	1244	1206
ENSG00000065833	ME1	1	1	2	0	3	3
ENSG00000065882	TBC1D1	587	556	554	546	670	548
ENSG00000065883	CDK13	523	513	451	487	563	547
ENSG00000065911	MTHFD2	1093	1267	1192	1177	1136	1086
ENSG00000065923	SLC9A7	253	246	230	290	283	310
ENSG00000065970	FOXJ2	455	447	443	522	548	521
ENSG00000065978	YBX1	14876	15265	14239	13857	13960	12995
ENSG00000065989	PDE4A	237	264	228	290	264	230
ENSG00000066027	PPP2R5A	266	282	259	276	318	264
ENSG00000066032	CTNNA2	1	1	0	1	0	0
ENSG00000066044	ELAVL1	1149	1212	1149	1151	1222	1157
ENSG00000066056	TIE1	11	13	4	19	16	17
ENSG00000066084	DIP2B	593	616	530	675	677	715
ENSG00000066117	SMARCD1	923	989	870	867	971	947
ENSG00000066135	KDM4A	411	430	408	467	454	375
ENSG00000066136	NFYC	618	607	614	663	710	673
ENSG00000066185	ZMYND12	0	0	1	0	1	1
ENSG00000066230	SLC9A3	120	127	127	168	141	119
ENSG00000066248	NGEF	2	2	3	7	7	10
ENSG00000066279	ASPM	1818	1882	1550	1776	1874	1981
ENSG00000066294	CD84	0	0	0	0	0	0
ENSG00000066322	ELOVL1	1324	1405	1348	1431	1430	1397
ENSG00000066336	SPI1	0	0	0	2	0	1
ENSG00000066379	ZNRD1	0	2	0	7	0	3
ENSG00000066382	MPPED2	609	734	576	601	594	587
ENSG00000066405	CLDN18	2	4	2	4	6	3
ENSG00000066422	ZBTB11	453	466	423	490	498	484
ENSG00000066427	ATXN3	44	63	53	69	54	58
ENSG00000066455	GOLGA5	204	226	212	220	259	218
ENSG00000066468	FGFR2	0	0	0	0	0	0
ENSG00000066557	LRRC40	496	504	490	564	522	478
ENSG00000066583	ISOC1	305	317	247	210	221	237
ENSG00000066629	EML1	250	242	224	329	324	296
ENSG00000066651	TRMT11	110	114	98	111	79	106
ENSG00000066654	THUMPD1	503	546	488	546	536	505
ENSG00000066697	MSANTD3	444	457	404	506	448	438
ENSG00000066735	KIF26A	0	0	0	0	0	0
ENSG00000066739	ATG2B	237	281	264	284	296	303
ENSG00000066777	ARFGEF1	934	894	779	831	946	888
ENSG00000066813	ACSM2B	0	0	0	0	0	0
ENSG00000066827	ZFAT	73	87	61	76	80	81
ENSG00000066855	MTFR1	341	397	357	356	373	347
ENSG00000066923	STAG3	15	22	14	34	23	23
ENSG00000066926	FECH	388	423	372	345	368	363
ENSG00000066933	MYO9A	385	416	398	530	510	534
ENSG00000067048	DDX3Y	84	92	79	93	92	68
ENSG00000067057	PFKP	2267	2766	2449	2499	2629	2302
ENSG00000067064	IDI1	359	390	346	372	309	330
ENSG00000067066	SP100	630	547	462	562	631	614
ENSG00000067082	KLF6	459	494	453	561	536	507
ENSG00000067141	NEO1	242	226	240	176	177	184
ENSG00000067167	TRAM1	6803	6824	6024	5352	5650	5431
ENSG00000067177	PHKA1	47	60	45	72	82	67
ENSG00000067182	TNFRSF1A	1494	1620	1552	1688	1668	1504
ENSG00000067191	CACNB1	66	68	86	94	94	82
ENSG00000067208	EVI5	123	142	124	138	169	148
ENSG00000067221	STOML1	58	77	58	72	88	81
ENSG00000067225	PKM	31831	33694	32404	29181	31911	29715
ENSG00000067248	DHX29	989	1083	898	1094	1102	1037
ENSG00000067334	DNTTIP2	929	861	749	802	864	835
ENSG00000067365	METTL22	141	181	165	199	195	155
ENSG00000067369	TP53BP1	1086	1094	1018	1204	1224	1124
ENSG00000067445	TRO	59	55	55	63	63	58
ENSG00000067533	RRP15	300	302	274	308	319	331
ENSG00000067560	RHOA	4309	4535	4191	4266	4470	4527
ENSG00000067596	DHX8	811	819	795	837	921	874
ENSG00000067601	PMS2P4	19	37	29	30	30	26
ENSG00000067606	PRKCZ	29	29	25	28	27	23
ENSG00000067646	ZFY	125	190	140	194	181	176
ENSG00000067704	IARS2	1076	1221	1151	1151	1148	1105
ENSG00000067715	SYT1	27	26	24	32	30	35
ENSG00000067798	NAV3	321	382	311	394	463	481
ENSG00000067829	IDH3G	577	639	665	604	622	559
ENSG00000067836	ROGDI	91	94	86	101	101	97
ENSG00000067840	PDZD4	107	96	92	118	102	110
ENSG00000067842	ATP2B3	0	0	0	0	0	0
ENSG00000067900	ROCK1	442	415	377	502	519	526
ENSG00000067955	CBFB	813	882	774	901	923	905
ENSG00000067992	PDK3	123	116	90	111	108	125
ENSG00000068001	HYAL2	121	172	141	188	157	153
ENSG00000068024	HDAC4	190	177	164	195	206	206
ENSG00000068028	RASSF1	113	124	119	164	185	166
